name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
Monsters University (2013)            ,"7.3 based on 234,407 user ratings",2013-06-21,Dan Scanlon,"Billy Crystal,John Goodman,Steve Buscemi",65,265 user,376 critic,1,"monster,university,fraternity,cheating,singing-in-a-car","Animation,Adventure,Comedy,Family,Fantasy",NA,USA,English,200000000,82429469(USA),268488329,104,Color,1.85:1
Gravity (2013)            ,"7.8 based on 581,770 user ratings",2013-10-04,Alfonso Cuarón,"Sandra Bullock,George Clooney,Ed Harris",96,"1,885 user",738 critic,872,"space,space-station,long-take,box-office-hit,sole-survivor","Adventure,Drama,Sci-Fi,Thriller","Rated PG-13 for intense perilous sequences, some disturbing images and brief strong language","UK,USA","English,Greenlandic",100000000,55785112(USA),274084951,91,Color,2.35:1
Iron Man Three (2013)            ,"7.2 based on 556,092 user ratings",2013-05-03,Shane Black,"Robert Downey Jr.,Guy Pearce,Gwyneth Paltrow",62,"1,185 user",608 critic,765,"terrorist,explosion,missile-attack,human-bomb,armor","Action,Adventure,Sci-Fi","Rated PG-13 for sequences of intense sci-fi action and violence throughout, and brief suggestive content","USA,China",English,200000000,174144585(USA),408992272,130,Color,2.35:1
Dallas Buyers Club (2013)            ,"8.0 based on 325,612 user ratings",2013-11-22,Jean-Marc Vallée,"Matthew McConaughey,Jennifer Garner,Jared Leto",84,340 user,470 critic,488,"hiv,gay-community,homophobia,drugs,fda","Biography,Drama","Rated R for pervasive language, some strong sexual content, nudity and drug use",USA,"English,Japanese",5000000,260865(USA),27296514,117,Color,2.35:1
7-beon-bang-ui seon-mul (2013)            ,"8.2 based on 6,431 user ratings",2013-01-23,NA,NA,NA,24 user,17 critic,NA,"prison,reference-to-sailor-moon,court,sentenced-to-death,prison-cell","Comedy,Drama",NA,South Korea,Korean,NA,NA,NA,127,Color,2.35:1
Koto no ha no niwa (2013)            ,"7.6 based on 8,505 user ratings",2013-05-31,NA,NA,NA,32 user,31 critic,NA,NA,"Animation,Drama,Romance",NA,Japan,"Japanese,English",NA,NA,NA,46,Color,1.85:1
Zhi wo men zhong jiang shi qu de qing chun (2013)            ,"6.4 based on 1,407 user ratings",2013-04-26,Wei Zhao,"Mark Chao,Geng Han,Zishan Yang",NA,6 user,7 critic,NA,"college-age,youth",Drama,NA,China,"Mandarin,English",CNY 20000000,NA,NA,131,Color,2.35:1
Before Midnight (2013)            ,"7.9 based on 95,060 user ratings",2013-06-14,Richard Linklater,"Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick",94,270 user,405 critic,1,"greece,twin,friend,hotel-room,greek","Drama,Romance",Rated R for sexual content/nudity and language,"USA,Greece","English,Greek,French",3000000,246914(USA),8114507,109,Color,1.85:1
American Dreams in China (2013)            ,"7.1 based on 1,396 user ratings",2013-05-17,NA,NA,NA,8 user,7 critic,NA,"school,stock-market,china,new-york-city,wedding",Drama,NA,China,Mandarin,NA,NA,NA,112,Color,2.35:1
Journey to the West (2013)            ,"6.8 based on 7,958 user ratings",2013-02-07,"Stephen Chow,Chi-kin Kwok","Zhang Wen,Qi Shu,Bo Huang",68,37 user,53 critic,NA,"demon,demon-hunter,buddhism,monkey-king,hunter","Action,Adventure,Comedy,Drama,Fantasy,Horror,Romance","Rated PG-13 for fantasy violence including bloody images, some sexual content and partial nudity",China,Mandarin,NA,7456(USA),17734,110,Color,2.35:1
The Wolf of Wall Street (2013)            ,"8.2 based on 777,758 user ratings",2013-12-25,Martin Scorsese,"Leonardo DiCaprio,Jonah Hill,Margot Robbie",75,"1,138 user",606 critic,87,"stockbroker,sex-in-an-airplane,female-rear-nudity,fellatio,based-on-true-story","Biography,Comedy,Crime,Drama","Rated R for sequences of strong sexual content, graphic nudity, drug use and language throughout, and for some violence",USA,"English,French",100000000,18510000(USA),116866727,180,Color,2.35:1
The Wolverine (2013)            ,"6.7 based on 327,331 user ratings",2013-07-26,James Mangold,"Hugh Jackman,Will Yun Lee,Tao Okamoto",60,531 user,440 critic,1,"regeneration,self-healing,healing-power,marvel-comics,mecha","Action,Adventure,Sci-Fi,Thriller","Rated PG-13 for sequences of intense sci-fi action and violence, some sexuality and language","USA,UK,Australia,Japan","English,Japanese",120000000,53113752(USA),132550960,126,Color,2.35:1
Man of Steel (2013)            ,"7.2 based on 545,512 user ratings",2013-06-14,Zack Snyder,"Henry Cavill,Amy Adams,Michael Shannon",55,"2,529 user",733 critic,195,"reboot,british-actor-playing-american-character,origin-of-hero,based-on-comic-book,final-battle","Action,Adventure,Fantasy,Sci-Fi","Rated PG-13 for intense sequences of sci-fi violence, action and destruction, and for some language","USA,Canada,UK",English,225000000,116619362(USA),291021565,143,Color,2.35:1
Du zhan (2012)            ,"7.0 based on 7,086 user ratings",2013-04-04,Johnnie To,"Louis Koo,Honglei Sun,Yi Huang",86,29 user,115 critic,NA,"drugs,drug-cartel,bus,school-child,mute","Action,Crime,Drama,Thriller","Rated R for strong violence, drug content and language","China,Hong Kong","Mandarin,Cantonese",CNY 100000000,5926(USA),127877,107,Color,2.35:1
Star Trek Into Darkness (2013)            ,"7.8 based on 394,077 user ratings",2013-05-16,J.J. Abrams,"Chris Pine,Zachary Quinto,Zoe Saldana",72,"1,170 user",589 critic,43,"mission,captain,space,manhunt,admiral","Action,Adventure,Sci-Fi",Rated PG-13 for intense sequences of sci-fi action and violence,USA,"English,Klingon",190000000,70165559(USA),228756232,132,Color,2.35:1
Blue Is the Warmest Color (2013)            ,"7.8 based on 92,104 user ratings",2013-10-09,Abdellatif Kechiche,"Léa Seydoux,Adèle Exarchopoulos,Salim Kechiouche",88,257 user,400 critic,628,"lesbian,cunnilingus,lesbian-sex,69-sex-position,male-frontal-nudity","Drama,Romance",Rated NC-17 for explicit sexual content,"France,Belgium,Spain","French,English",NA,100316(USA),2199675,180,Color,2.35:1
The Hobbit: The Desolation of Smaug (2013)            ,"7.9 based on 482,507 user ratings",2013-12-13,Peter Jackson,"Ian McKellen,Martin Freeman,Richard Armitage",66,951 user,509 critic,683,"sword-and-sorcery,elf,dwarf,mountain,lake-town","Adventure,Fantasy","Rated PG-13 for extended sequences of intense fantasy action violence, and frightening images","USA,New Zealand",English,225000000,73645197(USA),258355354,161,Color,2.35:1
Thor: The Dark World (2013)            ,"7.1 based on 412,845 user ratings",2013-11-08,Alan Taylor,"Chris Hemsworth,Natalie Portman,Tom Hiddleston",54,531 user,486 critic,440,"thor,warrior,weapon,portal,arrest","Action,Adventure,Fantasy","Rated PG-13 for sequences of intense sci-fi action and violence, and some suggestive content",USA,English,170000000,85737841(USA),206360018,112,Color,2.35:1
Nymphomaniac: Vol. I (2013)            ,"7.0 based on 81,776 user ratings",2014-03-06,Lars von Trier,"Charlotte Gainsbourg,Stellan Skarsgård,Stacy Martin",64,237 user,338 critic,356,"unsimulated-sex,anal-sex,sex-scene,cunnilingus,loss-of-virginity",Drama,NA,"Denmark,Germany,Belgium,UK,France",English,NA,158369(USA),785669,117,Color,2.35:1
Ender's Game (2013)            ,"6.7 based on 184,281 user ratings",2013-11-01,Gavin Hood,"Harrison Ford,Asa Butterfield,Hailee Steinfeld",51,554 user,326 critic,603,"alien,future,simulation,training,manipulation","Action,Sci-Fi","Rated PG-13 for some violence, sci-fi action and thematic material.",USA,English,110000000,27017351(USA),61656849,114,Color,2.35:1
The Hunger Games: Catching Fire (2013)            ,"7.6 based on 497,512 user ratings",2013-11-22,Francis Lawrence,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth",76,705 user,502 critic,300,"snow,president,uprising,tour,fire","Adventure,Sci-Fi,Thriller","Rated PG-13 for intense sequences of violence and action, some frightening images, thematic elements, a suggestive situation and language",USA,English,130000000,158074286(USA),424645577,146,Color,2.35:1
12 Years a Slave (2013)            ,"8.1 based on 437,840 user ratings",2013-11-08,Steve McQueen,"Chiwetel Ejiofor,Michael Kenneth Williams,Michael Fassbender",97,696 user,597 critic,398,"whipping,separation-from-family,torture,social-injustice,racism","Biography,Drama,History","Rated R for violence/cruelty, some nudity and brief sexuality","USA,UK",English,20000000,923715(USA),56667870,134,Color,2.35:1
Snowpiercer (2013)            ,"7.0 based on 180,970 user ratings",2014-07-11,Joon-ho Bong,"Chris Evans,Jamie Bell,Tilda Swinton",84,514 user,488 critic,718,"train,closed-ecological-system,population-control,revolt,perpetual-winter","Action,Drama,Sci-Fi,Thriller","Rated R for violence, language and drug content","South Korea,Czech Republic,USA,France","English,Korean,French,Japanese,Czech",39200000,171187(USA),4563029,126,Color,1.85:1
Eun-mil-ha-gae eui-dae-ha-gae (2013)            ,"6.8 based on 1,875 user ratings",2013-07-19,NA,NA,NA,10 user,18 critic,NA,NA,"Action,Comedy,Drama",NA,South Korea,Korean,NA,NA,NA,124,Color,2.35:1
Yokomichi Yonosuke (2013)            ,7.7 based on 795 user ratings,2013-02-23,NA,NA,NA,4 user,21 critic,NA,"samba,rich-girl,basenji,policeman-on-a-bicycle,first-love",Drama,NA,Japan,Japanese,NA,NA,NA,160,Color,1.85:1
The Grandmaster (2013)            ,"6.5 based on 24,525 user ratings",2013-08-30,Kar-Wai Wong,"Tony Chiu Wai Leung,Ziyi Zhang,Jin Zhang",73,111 user,273 critic,NA,"challenge,hong-kong,china,martial-arts-master,martial-arts","Action,Biography,Drama","Rated PG-13 for violence, some smoking, brief drug use and language","Hong Kong,China","Mandarin,Cantonese,Japanese",38600000,132617(USA),6594136,130,Color,2.35:1
Rigor Mortis (2013)            ,"6.3 based on 3,963 user ratings",2014-06-06,Juno Mak,"Anthony Chan,Siu-Ho Chin,Fat Chung",53,30 user,92 critic,NA,"vampire,hong-kong,ghost,cult-film,exorcism","Action,Horror",NA,Hong Kong,Cantonese,HKD 15000000,NA,NA,103,Color,2.35:1
Furious 6 (2013)            ,"7.2 based on 300,766 user ratings",2013-05-24,Justin Lin,"Vin Diesel,Paul Walker,Dwayne Johnson",61,449 user,405 critic,510,"criminal,mercenary,spain,tunnel-chase-scene,box-office-hit","Action,Crime,Thriller","Rated PG-13 for intense sequences of violence and action and mayhem throughout, some sexuality and language",USA,"English,Russian,Spanish,Indonesian,Danish,Cantonese",160000000,97375245(USA),238673370,130,Color,2.35:1
Blue Jasmine (2013)            ,"7.3 based on 149,772 user ratings",2013-08-23,Woody Allen,"Cate Blanchett,Alec Baldwin,Peter Sarsgaard",78,383 user,415 critic,1,"self-deception,snob,congenital-liar,talking-to-oneself,mental-breakdown",Drama,"Rated PG-13 for mature thematic material, language and sexual content",USA,English,18000000,612064(USA),33404871,98,Color,2.35:1
Young & Beautiful (2013)            ,"6.8 based on 21,891 user ratings",2014-04-25,François Ozon,"Marine Vacth,Géraldine Pailhas,Frédéric Pierrot",63,43 user,193 critic,3,"male-nudity,student-prostitute,masturbation,female-full-frontal-nudity,virginity",Drama,NA,France,"French,German",NA,4600(USA),48022,95,Color,1.85:1
Kaze tachinu (2013)            ,"7.8 based on 43,289 user ratings",2014-02-21,Hayao Miyazaki,"Hideaki Anno,Hidetoshi Nishijima,Miori Takimoto",83,119 user,304 critic,3,"airplane,engineering,japan,earthquake,tuberculosis","Animation,Biography,Drama,History,Romance,War",Rated PG-13 for some disturbing images and smoking,Japan,"Japanese,German,Italian,French",30000000,313751(USA),5201879,126,Color,1.85:1
Prisoners (2013)            ,"8.1 based on 382,323 user ratings",2013-09-20,Denis Villeneuve,"Hugh Jackman,Jake Gyllenhaal,Viola Davis",74,619 user,454 critic,363,"detective,police,investigation,vigilante-justice,hostage","Crime,Drama,Mystery,Thriller","Rated R for disturbing violent content including torture, and language throughout",USA,English,46000000,20817053(USA),60962878,153,Color,1.85:1
Quan min mu ji (2013)            ,7.0 based on 407 user ratings,2013-09-13,NA,NA,NA,4 user,8 critic,NA,NA,Drama,NA,China,Mandarin,NA,NA,NA,119,Color,NA
Insidious: Chapter 2 (2013)            ,"6.6 based on 108,818 user ratings",2013-09-13,James Wan,"Patrick Wilson,Rose Byrne,Barbara Hershey",40,268 user,318 critic,1,"police-detective,supernatural,barricading-a-door,injection-in-leg,taser","Fantasy,Horror,Thriller","Rated PG-13 for intense sequences of terror and violence, and thematic elements","USA,Canada",English,5000000,40272103(USA),83574831,106,Color,2.35:1
The Best Offer (2013)            ,"7.8 based on 69,456 user ratings",2014-01-01,Giuseppe Tornatore,"Geoffrey Rush,Jim Sturgess,Sylvia Hoeks",49,131 user,124 critic,1,"older-man-younger-woman-relationship,plot-twist,art,antique,heiress","Crime,Drama,Mystery,Romance",Rated R for some sexuality and graphic nudity,Italy,English,€13500000,2595(USA),85433,131,Color,2.35:1
Fune wo amu (2013)            ,"7.2 based on 1,215 user ratings",2013-04-13,NA,NA,NA,3 user,22 critic,NA,NA,Drama,NA,Japan,Japanese,NA,NA,NA,134,Color,1.85:1
Escape Plan (2013)            ,"6.7 based on 177,323 user ratings",2013-10-18,Mikael Håfström,"Sylvester Stallone,Arnold Schwarzenegger,50 Cent",49,279 user,286 critic,1,"prison,muslim,escape,ship,cia-agent","Action,Crime,Mystery,Sci-Fi,Thriller",Rated R for violence and language throughout,USA,"English,German,Arabic,Urdu",50000000,9885732(USA),25121291,115,Color,2.35:1
The Phone Call (2013)            ,"7.2 based on 1,649 user ratings",2015-02-20,NA,NA,NA,7 user,16 critic,NA,"phone,death-of-wife,suicidal-thoughts,suicide,crisis-hotline","Short,Drama",NA,UK,English,£25000,NA,NA,20,Color,2.35:1
Rush (2013)            ,"8.1 based on 311,739 user ratings",2013-09-27,Ron Howard,"Daniel Brühl,Chris Hemsworth,Olivia Wilde",75,475 user,393 critic,444,"formula-1,rivalry,female-rear-nudity,1970s,sex-with-a-nurse","Action,Biography,Drama,Sport","Rated R for sexual content, nudity, language, some disturbing images and brief drug use","UK,Germany,USA","English,German,Italian,French,Spanish",38000000,187289(USA),26903709,123,Color,2.35:1
Hon zin (2012)            ,"6.7 based on 2,735 user ratings",2012-11-08,"Lok Man Leung,Kim-Ching Luk","Aaron Kwok,Tony Ka Fai Leung,Charlie Yeung",NA,12 user,41 critic,NA,"hong-kong-police,die-hard-scenario,street-shootout,police-escort,hospital","Action,Crime,Mystery,Thriller",Rated R for violence and brief language,Hong Kong,"Cantonese,English",NA,NA,NA,102,Color,2.35:1
Qing Chun Pai (2013)            ,6.5 based on 111 user ratings,2013-08-02,NA,NA,NA,1 user,1 critic,NA,NA,"Comedy,Drama,Romance",NA,China,Mandarin,NA,NA,NA,91,Color,NA
Olympus Has Fallen (2013)            ,"6.5 based on 202,687 user ratings",2013-03-22,Antoine Fuqua,"Gerard Butler,Aaron Eckhart,Morgan Freeman",41,697 user,358 critic,617,"u.s.-president,president,speaker-of-the-house,politics,political-thriller","Action,Thriller",Rated R for strong violence and language throughout,USA,"English,Korean",70000000,30373794(USA),98895417,119,Color,2.35:1
Tiny Times 1.0 (2013)            ,"2.9 based on 1,782 user ratings",2013-06-27,Jingming Guo,"Mi Yang,Amber Kuo,Chen-tung Ko",NA,10 user,6 critic,NA,"friendship,money","Drama,Romance",NA,China,"Mandarin,English",CNY 45000000,12294(USA),23462,116,Color,NA
Inside Llewyn Davis (2013)            ,"7.4 based on 95,913 user ratings",2014-01-10,"Ethan Coen,Joel Coen","Oscar Isaac,Carey Mulligan,John Goodman",92,311 user,535 critic,1,"1960s,car-hitting-an-animal,singer,folk-singer,friend","Drama,Music",Rated R for language including some sexual references,"USA,UK,France",English,11000000,405411(USA),13214255,104,Color,1.85:1
Tôkyô kazoku (2013)            ,"7.5 based on 1,055 user ratings",2013-01-19,NA,NA,NA,9 user,22 critic,NA,NA,Drama,NA,Japan,Japanese,NA,NA,NA,NA,Color,1.85:1
Hidamari no kanojo (2013)            ,6.9 based on 387 user ratings,2013-10-12,NA,NA,NA,1 user,3 critic,NA,NA,Drama,NA,Japan,Japanese,NA,NA,NA,128,Color,1.85:1
Si ren ding zhi (2013)            ,5.2 based on 769 user ratings,2013-12-20,Xiaogang Feng,"Baihe Bai,Nathaniel Boyd,Bingkun Cao",NA,3 user,6 critic,NA,NA,"Comedy,Drama",NA,China,Mandarin,NA,28913(USA),375786,118,Color,2.35:1
Sao du (2013)            ,"6.7 based on 1,523 user ratings",2013-12-05,Benny Chan,"Ching Wan Lau,Louis Koo,Nick Cheung",NA,12 user,21 critic,NA,"drug,killed-in-police-car,police-officer-shot-in-the-back,police-officer-shot-in-the-chest,police-shootout","Action,Crime,Thriller","Rated R for strong bloody violence, and drug content","China,Hong Kong","Cantonese,English,Thai",NA,NA,NA,140,Color,2.35:1
Boy & the World (2013)            ,"7.7 based on 3,527 user ratings",2014-01-17,Alê Abreu,"Vinicius Garcia,Marco Aurélio Campos,Lu Horta",80,18 user,71 critic,NA,"very-little-dialogue,city,fireworks,little-boy,invented-language","Animation,Adventure,Family",Rated PG for thematic material and images,Brazil,Portuguese,NA,6591(USA),47618,80,Color,NA
The Tale of the Princess Kaguya (2013)            ,"8.1 based on 18,309 user ratings",2013-11-23,Isao Takahata,"Chloë Grace Moretz,James Caan,Mary Steenburgen",89,72 user,164 critic,4,"bamboo,princess,emperor-of-japan,emperor,bamboo-cutter","Animation,Drama,Fantasy","Rated PG for thematic elements, some violent action and partial nudity",Japan,"Japanese,English",JPY 5000000000,54915(USA),695929,137,Color,1.85:1
World War Z (2013)            ,"7.0 based on 464,004 user ratings",2013-06-21,Marc Forster,"Brad Pitt,Mireille Enos,Daniella Kertesz",63,994 user,654 critic,641,"zombie,chaos,pandemic,infection,disease","Action,Adventure,Horror,Sci-Fi,Thriller","Rated PG-13 for intense frightening zombie sequences, violence and disturbing images",USA,"English,Spanish,Hebrew,Arabic",190000000,66411834(USA),202351611,116,Color,2.35:1
Nymphomaniac: Vol. II (2013)            ,"6.7 based on 58,801 user ratings",2014-03-20,Lars von Trier,"Charlotte Gainsbourg,Stellan Skarsgård,Willem Dafoe",60,133 user,243 critic,977,"explicit-sex,female-nudity,buttocks-whipped,deviant-sex,older-woman-younger-woman-relationship",Drama,NA,"Denmark,Germany,Belgium,UK,France,Sweden",English,NA,74978(USA),326983,123,Color,2.35:1
Soshite chichi ni naru (2013)            ,"7.8 based on 12,115 user ratings",2013-09-28,Hirokazu Koreeda,"Masaharu Fukuyama,Machiko Ono,Yôko Maki",73,34 user,182 critic,NA,"boy,6-year-old,child,smoking,tent-indoors",Drama,NA,Japan,Japanese,NA,20400(USA),278442,121,Color,1.85:1
"The Chef, The Actor, The Scoundrel (2013)            ",5.4 based on 436 user ratings,2013-03-29,Hu Guan,"Ye Liu,Hanyu Zhang,Bo Huang",NA,3 user,9 critic,NA,"chinese-opera,world-war-two,japanese-invasion","Action,Comedy,Drama,War",NA,China,"Chinese,Japanese",NA,NA,NA,108,Color,2.35:1
The Young and Prodigious T.S. Spivet (2013)            ,"7.1 based on 11,312 user ratings",2015-07-31,Jean-Pierre Jeunet,"Kyle Catlett,Helena Bonham Carter,Judy Davis",53,28 user,122 critic,NA,"train,smithsonian,cartographer,3-dimensional,punctuation-in-title","Action,Adventure,Drama,Family","Rated PG for thematic elements, language and some reckless behavior","France,Australia,Canada",English,33000000,33658(USA),99462,105,Color,2.35:1
Da Ming jie (2013)            ,7.3 based on 203 user ratings,2013-10-25,NA,NA,NA,NA,1 critic,NA,NA,History,NA,China,Chinese,NA,NA,NA,NA,Color,NA
Oblivion (2013)            ,"7.0 based on 386,698 user ratings",2013-04-19,Joseph Kosinski,"Tom Cruise,Morgan Freeman,Andrea Riseborough",54,891 user,539 critic,474,"post-apocalypse,drone,cabin-in-the-woods,sex-in-a-pool,flying-through-a-thunderstorm","Action,Adventure,Mystery,Sci-Fi","Rated PG-13 for sci-fi action violence, brief strong language, and some sensuality/nudity",USA,English,120000000,37054485(USA),89021735,124,Color,2.35:1
Under the Skin (2013)            ,"6.3 based on 84,682 user ratings",2014-03-14,Jonathan Glazer,"Scarlett Johansson,Jeremy McWilliams,Lynsey Taylor Mackay",78,615 user,455 critic,888,"alien,female-nudity,desire,male-frontal-nudity,scotland","Drama,Horror,Sci-Fi,Thriller","Rated R for graphic nudity, sexual content, some violence and language","UK,USA,Switzerland",English,NA,133154(USA),2605039,108,Color,1.85:1
Stoker (2013)            ,"6.8 based on 84,485 user ratings",2013-03-01,Chan-wook Park,"Mia Wasikowska,Nicole Kidman,Matthew Goode",58,235 user,468 critic,2,"psychopath,sociopath,death,vomiting,hitchcockian","Drama,Thriller",Rated R for disturbing violent and sexual content,"UK,USA",English,12000000,160547(USA),1702277,99,Color,2.35:1
Man tam (2013)            ,"6.5 based on 2,094 user ratings",2013-07-04,NA,NA,NA,9 user,30 critic,NA,police-shootout,"Comedy,Crime,Drama,Thriller",NA,"Hong Kong,China","Cantonese,Mandarin,Portuguese",11000000,NA,NA,130,Color,2.35:1
Warm Bodies (2013)            ,"6.9 based on 184,350 user ratings",2013-02-01,Jonathan Levine,"Nicholas Hoult,Teresa Palmer,John Malkovich",59,325 user,452 critic,799,"zombie,undead,teenager,memory,fight","Comedy,Horror,Romance",Rated PG-13 for zombie violence and some language,"USA,Canada",English,35000000,20353967(USA),66359959,98,Color,2.35:1
