name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
Crank (2006)            ,"7.0 based on 196,059 user ratings",2006-09-01,"Mark Neveldine,Brian Taylor","Jason Statham,Amy Smart,Carlos Sanz",57,444 user,169 critic,2,"cult-film,heart,poison,assassin,doctor","Action,Crime,Thriller","Rated R for strong violence, pervasive language, sexuality, nudity and drug use",USA,"English,Spanish,Korean",12000000,£450141(UK),27829874,88,Color,1.78:1
Unknown (2006)            ,"6.5 based on 25,842 user ratings",2006-11-03,NA,NA,44,81 user,61 critic,NA,"memory-loss,warehouse,mirror,single-set-production,flashback","Crime,Drama,Mystery,Thriller",NA,USA,English,3700000,3746(USA),63677735,85,Color,2.35:1
Casino Royale (2006)            ,"8.0 based on 469,613 user ratings",2006-11-17,Martin Campbell,"Daniel Craig,Eva Green,Judi Dench",80,"2,301 user",400 critic,647,"casino,free-running,espionage,james-bond,terrorist","Action,Adventure,Thriller","Rated PG-13 for intense sequences of violent action, a scene of torture, sexual content and nudity","UK,Czech Republic,USA,Germany,Bahamas","English,French",150000000,£13370969(UK),167007184,144, Black and White,2.35:1
Inland Empire (2006)            ,"7.0 based on 41,970 user ratings",2007-02-07,NA,NA,72,352 user,246 critic,4,"shooting,confusion,schizophrenic,stabbing,beating","Drama,Mystery,Thriller","Rated R for language, some violence and sexuality/nudity","France,Poland,USA","English,Polish",NA,NA,NA,180, Black and White,1.85:1
Flags of Our Fathers (2006)            ,"7.1 based on 101,106 user ratings",2006-10-20,Clint Eastwood,"Ryan Phillippe,Barry Pepper,Joseph Cross",79,415 user,279 critic,3,"japanese-soldier,japan,japanese-army,imperial-japan,world-war-two","Drama,History,War","Rated R for sequences of graphic war violence and carnage, and for language",USA,English,90000000,10245190(USA),33574332,135,Color,2.35:1
The Good Shepherd (2006)            ,"6.7 based on 86,809 user ratings",2006-12-22,Robert De Niro,"Matt Damon,Angelina Jolie Pitt,Robert De Niro",61,482 user,197 critic,1,"o.s.s.,student,cold-war,bay-of-pigs,poetry","Drama,History,Thriller","Rated R for some violence, sexuality and language",USA,"English,Spanish,Russian,German,Lingala",90000000,14142760(USA),59901040,167,Color,2.35:1
Half Nelson (2006)            ,"7.2 based on 70,794 user ratings",2006-09-22,Ryan Fleck,"Ryan Gosling,Anthony Mackie,Shareeka Epps",85,188 user,208 critic,4,"student,drugs,classroom,dialectics,bathroom",Drama,"Rated R for drug content throughout, language and some sexuality",USA,English,700000,53983(USA),2694973,106,Color,1.85:1
Big Nothing (2006)            ,"6.8 based on 25,940 user ratings",2006-12-01,Jean-Baptiste Andrea,"David Schwimmer,Simon Pegg,Alice Eve",NA,83 user,70 critic,NA,"reverend,call-center,daughter,scheme,blackmail","Comedy,Crime,Thriller","Rated R for violence, language and a scene of sexuality","UK,Canada",English,8000000,£83829(UK),NA,86,Color,2.35:1
Charlotte's Web (2006)            ,"6.4 based on 27,772 user ratings",2006-12-15,Gary Winick,"Dakota Fanning,Julia Roberts,Oprah Winfrey",68,102 user,120 critic,2,"spider,pig,piglet,uncle,barn","Comedy,Family,Fantasy",NA,"USA,Germany,Australia",English,NA,11457353(USA),82506325,97,Color,1.85:1
A Scanner Darkly (2006)            ,"7.1 based on 89,244 user ratings",2006-07-28,Richard Linklater,"Keanu Reeves,Winona Ryder,Robert Downey Jr.",73,293 user,232 critic,2,"drugs,substance-d,undercover,detective,undercover-cop","Animation,Drama,Mystery,Sci-Fi,Thriller","Rated R for drug and sexual content, language and a brief violent image",USA,English,8700000,391672(USA),5480996,100,Color,1.85:1
Pirates of the Caribbean: Dead Man's Chest (2006)            ,"7.3 based on 521,006 user ratings",2006-07-07,Gore Verbinski,"Johnny Depp,Orlando Bloom,Keira Knightley",53,"1,832 user",313 critic,614,"heart,box-office-hit,liar%27s-dice,monster,giant-squid","Action,Adventure,Fantasy","Rated PG-13 for intense sequences of adventure violence, including frightening images",USA,"English,Turkish,Greek,Mandarin,French",225000000,£13740784(UK),423032628,151,Color,2.35:1
The Fountain (2006)            ,"7.3 based on 190,710 user ratings",2006-11-22,Darren Aronofsky,"Hugh Jackman,Rachel Weisz,Sean Patrick Thomas",51,915 user,273 critic,1,"tree,mayan,eternity,love,tree-of-life","Drama,Sci-Fi","Rated PG-13 for some intense sequences of violent action, some sensuality and language","USA,Canada","English,Maya",35000000,3768702(USA),10139254,96,Color,1.85:1
God Grew Tired of Us (2006)            ,"8.0 based on 2,431 user ratings",2007-01-12,"Christopher Dillon Quinn,Tommy Walker","Panther Bior,John Bul Dau,Nicole Kidman",72,24 user,43 critic,NA,NA,Documentary,Rated PG for thematic elements and some disturbing images,USA,English,NA,27076(USA),275736,NA,Color,1.78:1/(highdefinition)
The Black Dahlia (2006)            ,"5.6 based on 63,294 user ratings",2006-09-15,Brian De Palma,"Josh Hartnett,Aaron Eckhart,Scarlett Johansson",49,644 user,240 critic,1,"black-dahlia,partner,boxer,death,corpse","Crime,Drama,Mystery,Thriller","Rated R for strong violence, some grisly images, sexual content and language","Germany,USA,France","English,German",50000000,£566874(UK),22518325,121,Color,2.35:1
Night at the Museum (2006)            ,"6.4 based on 233,892 user ratings",2006-12-22,Shawn Levy,"Ben Stiller,Carla Gugino,Ricky Gervais",48,444 user,179 critic,1,"museum,museum-of-natural-history,watchman,night-watchman,chaos","Action,Adventure,Comedy,Family,Fantasy","Rated PG for mild action, language and brief rude humor","USA,UK","English,Italian,Hebrew",110000000,42212651(USA),250863268,108,Color,1.85:1
Two Weeks (2006)            ,"6.6 based on 1,564 user ratings",2006-10-20,Steve Stockman,"Sally Field,Ben Chaplin,Julianne Nicholson",44,17 user,36 critic,NA,"mother,dying,family-relationships,loss-of-mother,sunglasses","Comedy,Drama","Rated R for language, including some sexual references",USA,English,2400000,25829(USA),45816,102,Color,NA
Cars (2006)            ,"7.2 based on 263,059 user ratings",2006-06-09,NA,NA,73,584 user,255 critic,664,"car,route-66,truck,tow-truck,desert","Animation,Adventure,Comedy,Family,Sport",NA,USA,"English,Italian,Japanese,Yiddish",120000000,60119509(USA),244052771,117,Color,2.35:1
Happy Feet (2006)            ,"6.5 based on 132,199 user ratings",2006-11-17,"George Miller,Warren Coleman","Elijah Wood,Brittany Murphy,Hugh Jackman",77,548 user,206 critic,1,"penguin,emperor-penguin,dance,friend,song","Animation,Comedy,Family,Music,Romance",Rated PG for some mild peril and rude humor,"USA,Australia",English,100000000,41533432(USA),197992827,108,Color,2.35:1
Silent Hill (2006)            ,"6.6 based on 172,516 user ratings",2006-04-21,Christophe Gans,"Radha Mitchell,Laurie Holden,Sean Bean",30,"1,740 user",267 critic,1,"gothic,silent-hill,police,sleepwalking,police-officer","Adventure,Horror,Mystery","Rated R for strong horror violence and gore, disturbing images, and some language","Canada,France,Japan",English,50000000,£991687(UK),46982632,125,Color,2.35:1
A Good Year (2006)            ,"6.9 based on 70,568 user ratings",2006-11-10,Ridley Scott,"Russell Crowe,Abbie Cornish,Albert Finney",47,196 user,147 critic,2,"inheritance,based-on-novel,wine,provence,uncle","Comedy,Drama,Romance",Rated PG-13 for language and some sexual content,"USA,UK","English,French,Russian",35000000,£376962(UK),7458269,117,Color,2.35:1
Factory Girl (2006)            ,"6.4 based on 18,337 user ratings",2007-02-16,George Hickenlooper,"Sienna Miller,Guy Pearce,Hayden Christensen",45,106 user,117 critic,NA,"public-nudity,female-nudity,andy-warhol,singer,socialite","Biography,Drama","Rated R for pervasive drug use, strong sexual content, nudity and language",USA,"English,Slovak,French",7000000,195698(USA),1654367,99,Color,1.85:1
Lucky Number Slevin (2006)            ,"7.8 based on 261,817 user ratings",2006-04-07,Paul McGuigan,"Josh Hartnett,Ben Kingsley,Morgan Freeman",53,507 user,202 critic,1,"mistaken-identity,death,coroner,love,gay-son","Crime,Drama,Mystery,Thriller","Rated R for strong violence, sexuality and language","Germany,USA",English,27000000,£1074550(UK),22494487,110,Color,2.35:1
Monster House (2006)            ,"6.6 based on 70,891 user ratings",2006-07-21,Gil Kenan,"Mitchel Musso,Sam Lerner,Spencer Locke",68,229 user,190 critic,3,"house,halloween,neighbor,babysitter,suburb","Animation,Comedy,Family,Fantasy,Mystery","Rated PG for scary images and sequences, thematic elements, some crude humor and brief language",USA,English,75000000,22217226(USA),73661010,91,Color,2.35:1
Dreamgirls (2006)            ,"6.5 based on 55,807 user ratings",2006-12-25,Bill Condon,"Beyoncé Knowles,Jamie Foxx,Eddie Murphy",76,503 user,241 critic,3,"singer,trio,1960s,pop-chart,fire","Drama,Music,Musical","Rated PG-13 for language, some sexuality and drug content",USA,English,70000000,378950(USA),103338338,130,Color,2.35:1
Mission: Impossible III (2006)            ,"6.9 based on 256,164 user ratings",2006-05-05,J.J. Abrams,"Tom Cruise,Michelle Monaghan,Ving Rhames",66,870 user,310 critic,1,"fictional-government-agency,rescue,mission,vatican,arms-dealer","Action,Adventure,Thriller","Rated PG-13 for intense sequences of frenetic violence and menace, disturbing images and some sensuality","USA,Germany,China","English,Italian,Mandarin,Cantonese,German,Czech",150000000,£5378013(UK),133382309,126,Color,2.35:1
America: Freedom to Fascism (2006)            ,"8.1 based on 2,311 user ratings",2006-07-28,Aaron Russo,"Aaron Russo,John Turner,Joe Banister",43,53 user,16 critic,NA,"income-tax,freedom,fascism",Documentary,NA,USA,English,1000000,61200(USA),61200,95,Color,1.33:1
Notes on a Scandal (2006)            ,"7.4 based on 64,565 user ratings",2007-01-26,Richard Eyre,"Cate Blanchett,Judi Dench,Andrew Simpson",73,281 user,219 critic,4,"age-difference,teacher,student,school,writing","Crime,Drama,Romance,Thriller",Rated R for language and some aberrant sexual content,UK,"English,French",15000000,5090(USA),17508670,92,Color,1.85:1
Salvage (2006)            ,"5.5 based on 2,122 user ratings",2006-01-19,NA,NA,NA,51 user,38 critic,NA,"killer,madman,blood,looking-at-one%27s-self-in-a-mirror,pushing-a-vehicle","Horror,Mystery,Thriller",NA,USA,English,25000,NA,NA,NA,Color,1.78:1
Peaceful Warrior (2006)            ,"7.3 based on 20,369 user ratings",2006-06-23,Victor Salva,"Scott Mechlowicz,Nick Nolte,Amy Smart",40,175 user,44 critic,4,"comeback,college,college-athlete,olympics,gymnast","Drama,Romance,Sport","Rated PG-13 for sensuality, sex references and accident scenes","Germany,USA",English,10000000,80602(USA),1055654,NA,Color,2.35:1
Blood Tea and Red String (2006)            ,7.0 based on 737 user ratings,2006-10-04,NA,NA,73,14 user,22 critic,NA,"doll,stop-motion,tea,blood,model-animation","Animation,Fantasy",NA,USA,NA,NA,NA,NA,NA,Color,1.33:1
Rescue Dawn (2006)            ,"7.3 based on 84,518 user ratings",2007-07-27,Werner Herzog,"Christian Bale,Steve Zahn,Jeremy Davies",77,205 user,198 critic,3,"guard,prisoner,bombing,laos,jungle","Adventure,Biography,Drama,War",Rated PG-13 for some sequences of intense war violence and torture,"USA,Luxembourg","English,Lao,Vietnamese",10000000,110326(USA),5484375,120,Color,1.85:1
Aquamarine (2006)            ,"5.3 based on 30,379 user ratings",2006-03-03,Elizabeth Allen Rosenbaum,"Emma Roberts,Joanna 'JoJo' Levesque,Sara Paxton",51,150 user,66 critic,1,"mermaid,love,beach,storm,swimming","Comedy,Family,Fantasy,Romance",Rated PG for mild language and sensuality,USA,English,12000000,7482669(USA),18595716,NA,Color,1.85:1
Griffin & Phoenix (2006)            ,"7.1 based on 6,233 user ratings",2007-01-18,NA,NA,NA,30 user,8 critic,NA,"love,apartment,book,psychology-class,terminal-illness","Comedy,Drama,Romance","Rated PG-13 for sexual content, some thematic elements, and brief strong language",USA,English,NA,NA,NA,102,Color,1.85:1
Last Holiday (2006)            ,"6.4 based on 21,153 user ratings",2006-01-13,Wayne Wang,"Queen Latifah,LL Cool J,Timothy Hutton",52,116 user,99 critic,NA,"hotel,chef,cook,senator,congressman","Adventure,Comedy,Drama",Rated PG-13 for some sexual reference,USA,"English,French",45000000,15508779(USA),38360195,112,Color,2.35:1
Infamous (2006)            ,"7.1 based on 14,129 user ratings",2006-10-13,Douglas McGrath,"Toby Jones,Daniel Craig,Sandra Bullock",68,102 user,129 critic,NA,"blood,book,writer,cold-calculation,murder","Biography,Crime,Drama","Rated R for language, violence and some sexuality",USA,English,13000000,452966(USA),1150403,110,Color,1.85:1
All the King's Men (2006)            ,"6.2 based on 20,719 user ratings",2006-09-22,Steven Zaillian,"Sean Penn,Jude Law,Kate Winslet",37,178 user,127 critic,NA,"louisiana,governor,mistress,journalist,politician","Drama,Thriller","Rated PG-13 for an intense sequence of violence, sexual content and partial nudity","Germany,USA",English,55000000,3672366(USA),7221458,128, Black and White,1.85:1
The Last Kiss (2006)            ,"6.5 based on 38,107 user ratings",2006-09-15,Tony Goldwyn,"Zach Braff,Jacinda Barrett,Rachel Bilson",57,161 user,132 critic,NA,"friend,fear,wedding,marriage,breasts","Comedy,Drama,Romance","Rated R for sexuality, nudity and language",USA,English,20000000,4627989(USA),11596143,115,Color,2.35:1
This Film Is Not Yet Rated (2006)            ,"7.5 based on 25,202 user ratings",2006-09-01,Kirby Dick,"Kirby Dick,Kimberly Peirce,Darren Aronofsky",75,107 user,132 critic,NA,"mpaa,filmmaker,rating,private-investigator,expose",Documentary,Rated NC-17 for some graphic sexual content,"UK,USA",English,NA,37785(USA),302179,98,Color,1.85:1
Jackass Number Two (2006)            ,"7.1 based on 56,506 user ratings",2006-09-22,Jeff Tremaine,"Johnny Knoxville,Steve-O,Chris Pontius",66,196 user,104 critic,NA,"pubic-hair,male-rear-nudity,male-frontal-nudity,vomiting,blindfold","Documentary,Action,Comedy","Rated R for extremely crude and dangerous stunts throughout, sexual content, nudity and language",USA,English,NA,29002002(USA),72755517,92,Color,1.85:1
Akeelah and the Bee (2006)            ,"7.5 based on 15,319 user ratings",2006-04-28,Doug Atchison,"Angela Bassett,Laurence Fishburne,Keke Palmer",72,172 user,95 critic,NA,"spelling,spelling-bee,national-spelling-bee,principal,school-principal",Drama,Rated PG for some language,USA,English,NA,6011585(USA),18811135,NA,Color,2.35:1
Happy Tree Friends (2006)            ,7.1 based on 129 user ratings,2006-05-03,NA,NA,NA,NA,1 critic,NA,NA,"Animation,Comedy,Horror",NA,USA,English,NA,NA,NA,74,Color,NA
Step Up (2006)            ,"6.5 based on 90,748 user ratings",2006-08-11,Anne Fletcher,"Channing Tatum,Jenna Dewan Tatum,Damaine Radcliff",48,270 user,107 critic,1,"dance,school,dancer,student,showcase","Crime,Drama,Music,Romance","Rated PG-13 for thematic elements, brief violence and innuendo",USA,English,12000000,20659573(USA),65269010,104,Color,2.35:1
Underworld: Evolution (2006)            ,"6.8 based on 155,978 user ratings",2006-01-20,Len Wiseman,"Kate Beckinsale,Scott Speedman,Bill Nighy",36,502 user,206 critic,2,"vampire,death,werewolf,forbidden-love,feud","Action,Adventure,Fantasy,Sci-Fi,Thriller","Rated R for pervasive strong violence and gore, some sexuality/nudity and language",USA,"English,French,Hungarian",50000000,£1146779(UK),62318875,106,Color,2.35:1
Deliver Us from Evil (2006)            ,"8.0 based on 8,303 user ratings",2007-02-22,Amy Berg,"Oliver O'Grady,Thomas Doyle,Adam",86,58 user,61 critic,NA,"church,catholic,children,1970s,catholic-church","Documentary,Crime",NA,USA,English,NA,15656(USA),30577122,NA,Color,1.85:1
We Are Marshall (2006)            ,"7.1 based on 46,869 user ratings",2006-12-22,McG,"Matthew McConaughey,Matthew Fox,Anthony Mackie",53,175 user,96 critic,2,"football,university,coach,marshall-university,football-team","Drama,Sport","Rated PG for emotional thematic material, a crash scene, and mild language",USA,English,65000000,8582508(USA),43532294,131,Color,2.35:1
Slither (2006)            ,"6.5 based on 61,826 user ratings",2006-03-31,James Gunn,"Nathan Fillion,Elizabeth Banks,Michael Rooker",69,352 user,251 critic,1,"small-town,alien,b-movie,slug,sex","Comedy,Horror,Sci-Fi","Rated R for strong horror violence and gore, and language","Canada,USA",English,15500000,3880270(USA),7774730,95,Color,1.85:1
