name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
Leap Year (2010)            ,"6.4 based on 71,153 user ratings",2010-01-08,Anand Tucker,"Amy Adams,Matthew Goode,Adam Scott",33,181 user,134 critic,1,"tradition,irish,travel,ireland,journey","Comedy,Romance",Rated PG for sensuality and language,"USA,Ireland","English,Ukrainian",19000000,9202815(USA),12561,NA,Color,2.35:1
Chloe (2009)            ,"6.3 based on 56,163 user ratings",2010-03-26,Atom Egoyan,"Julianne Moore,Amanda Seyfried,Liam Neeson",48,166 user,225 critic,1,"infidelity,doctor,escort,prostitute,bare-chested-boy","Drama,Mystery,Romance,Thriller","Rated R for strong sexual content including graphic dialogue, nudity and language","USA,Canada,France",English,11000000,£135540(UK),3074838,96,Color,1.85:1
Valentine's Day (2010)            ,"5.7 based on 95,312 user ratings",2010-02-12,Garry Marshall,"Julia Roberts,Jamie Foxx,Anne Hathaway",34,211 user,186 critic,1,"valentine,valentine%27s-day,tv-station,flower,indian-restaurant","Comedy,Romance",Rated PG-13 for some sexual material and brief partial nudity,USA,"English,Spanish,Russian,Italian",52000000,£3732393(UK),110476776,125,Color,1.85:1
Megamind (2010)            ,"7.3 based on 172,354 user ratings",2010-11-05,Tom McGrath,"Will Ferrell,Jonah Hill,Brad Pitt",63,186 user,233 critic,1,"superhero,prison,city,battle,planet","Animation,Action,Comedy,Family,Sci-Fi",Rated PG for action and some language,USA,English,130000000,46016833(USA),148337537,95,Color,2.35:1
The Way Back (2010)            ,"7.3 based on 87,043 user ratings",2011-01-21,Peter Weir,"Jim Sturgess,Ed Harris,Colin Farrell",66,157 user,215 critic,2,"gulag,desert,night-blindness,priest,american","Adventure,Biography,Drama,History","Rated PG-13 for violent content, depiction of physical hardships, a nude image and brief strong language","USA,United Arab Emirates,Poland","English,Russian,Polish",NA,£1327650(UK),2677401,133,Color,2.35:1
Dear John (2010)            ,"6.3 based on 104,085 user ratings",2010-02-05,Lasse Hallström,"Channing Tatum,Amanda Seyfried,Richard Jenkins",43,185 user,162 critic,1,"love,army,u.s.-army,coin-collector,surfboard","Drama,Romance,War",Rated PG-13 for some sensuality and violence,USA,English,25000000,30468614(USA),80014842,108,NA,2.35:1
The Kids Are All Right (2010)            ,"7.1 based on 110,493 user ratings",2010-07-30,Lisa Cholodenko,"Annette Bening,Julianne Moore,Mark Ruffalo",86,291 user,323 critic,3,"sperm,sperm-donor,college,biological-father,motorcycle","Comedy,Drama","Rated R for strong sexual content, nudity, language and some teen drug and alcohol use",USA,English,3500000,491971(USA),20803237,106,Color,1.85:1
Morning Glory (2010)            ,"6.5 based on 58,796 user ratings",2010-11-10,Roger Michell,"Rachel McAdams,Harrison Ford,Diane Keaton",57,156 user,212 critic,4,"television,roller-coaster,slow-motion-action-scene,slow-motion-sequence,job-offer","Comedy,Drama,Romance","Rated PG-13 for some sexual content including dialogue, language and brief drug references",USA,"English,Ukrainian",40000000,9203266(USA),30993544,NA,Color,2.35:1
Buried (2010)            ,"7.0 based on 118,470 user ratings",2010-10-15,Rodrigo Cortés,"Ryan Reynolds,José Luis García Pérez,Robert Paterson",65,447 user,363 critic,2,"one-person,single-set-production,coffin,iraq,buried-alive","Drama,Mystery,Thriller",Rated R for language and some violent content,"Spain,USA,France",English,3000000,100268(USA),1028658,95,Color,2.35:1
You Will Meet a Tall Dark Stranger (2010)            ,"6.3 based on 36,070 user ratings",2010-10-22,Woody Allen,"Anthony Hopkins,Naomi Watts,Josh Brolin",51,108 user,223 critic,3,"call-girl,manuscript,writer,charlatan,fortune-teller","Comedy,Drama,Romance",Rated R for some language,"USA,Spain",English,22000000,160103(USA),3247816,NA,Color,1.85:1
Ramona and Beezus (2010)            ,"6.7 based on 13,853 user ratings",2010-07-23,Elizabeth Allen Rosenbaum,"Joey King,Selena Gomez,Bridget Moynahan",56,52 user,81 critic,4,"cat,death-of-pet,aunt,girl,no-opening-credits","Adventure,Comedy,Family,Fantasy",NA,USA,English,15000000,7810481(USA),26161406,NA,Color,2.35:1
Remember Me (2010)            ,"7.2 based on 113,791 user ratings",2010-03-12,NA,NA,40,361 user,158 critic,1,"new-york,september-11-2001,binge-drinking,suicide,new-york-city","Drama,Romance","Rated PG-13 for violence, sexual content, language and smoking",USA,"English,Chinese",16000000,8089139(USA),19057024,113,Color,1.85:1
Secretariat (2010)            ,"7.2 based on 20,796 user ratings",2010-10-08,Randall Wallace,"Diane Lane,John Malkovich,Margo Martindale",61,136 user,160 critic,3,"triple-crown,horse-racing,eccentric,stallion,newspaper-clipping","Biography,Drama,Family,History,Sport",Rated PG for brief mild language,USA,English,35000000,12694770(USA),59699513,123,Color,2.35:1
The A-Team (2010)            ,"6.8 based on 211,282 user ratings",2010-06-11,Joe Carnahan,"Liam Neeson,Bradley Cooper,Sharlto Copley",47,364 user,312 critic,1,"prison,captain,cia-agent,kissing,kissing-in-public","Action,Adventure,Comedy,Crime,Thriller","Rated PG-13 for intense sequences of action and violence throughout, language and smoking",USA,"English,Spanish,French,Swahili,German",110000000,25669455(USA),77213489,117,Color,2.35:1
Day & Night (2010)            ,"8.2 based on 10,995 user ratings",2010-06-18,NA,NA,NA,20 user,17 critic,NA,"friendship,transformation,sunset,sunrise,hug","Animation,Short,Comedy,Family",NA,USA,English,NA,NA,NA,6,Color,1.85:1
The Experiment (2010)            ,"6.4 based on 41,575 user ratings",2010-08-12,Paul Scheuring,"Adrien Brody,Cam Gigandet,Forest Whitaker",NA,117 user,55 critic,NA,"control,psychological-study,prisoner,guard,head-smashed-on-concrete","Drama,Thriller","Rated R for strong disturbing violence including a rape, language, some sexual content and nudity",USA,English,21800000,NA,NA,96,Color,2.35:1
Howl (2010)            ,"6.8 based on 10,684 user ratings",2010-08-27,"Rob Epstein,Jeffrey Friedman","James Franco,Todd Rotondi,Jon Prescott",63,52 user,165 critic,NA,"poem,trial,allen-ginsberg,interview,obscenity","Biography,Drama","Rated R for strong sexual content including language and images, and for some drug material",USA,English,NA,51185(USA),617334,84,Color,1.85:1
Hereafter (2010)            ,"6.5 based on 80,065 user ratings",2010-10-22,Clint Eastwood,"Matt Damon,Cécile De France,Bryce Dallas Howard",56,323 user,315 critic,3,"death,tsunami,twin-brother,near-death-experience,france","Drama,Fantasy","Rated PG-13 for mature thematic elements including disturbing disaster and accident images, and for brief strong language",USA,"English,French",50000000,220322(USA),32741596,129,Color,2.35:1
Unstoppable (2010)            ,"6.8 based on 149,710 user ratings",2010-11-12,Tony Scott,"Denzel Washington,Chris Pine,Rosario Dawson",69,326 user,316 critic,2,"train,runaway-train,train-engineer,race-against-time,freight-train","Action,Thriller","Rated PG-13 for sequences of action and peril, and some language",USA,English,100000000,22688457(USA),81557479,98,Color,2.35:1
2010 (1984)            ,"6.8 based on 41,331 user ratings",1984-12-07,NA,NA,NA,223 user,74 critic,NA,"monolith,computer,stars,space,year-2010","Adventure,Mystery,Sci-Fi,Thriller",NA,USA,"English,Russian",28000000,NA,NA,116,Color,2.35:1
Due Date (2010)            ,"6.6 based on 272,470 user ratings",2010-11-05,Todd Phillips,"Robert Downey Jr.,Zach Galifianakis,Michelle Monaghan",51,285 user,307 critic,2,"birth,actor,misadventure,aspiring-actor,suitcase","Adventure,Comedy","Rated R for language, drug use and sexual content",USA,"English,Spanish",65000000,£2346089(UK),100448498,95,Color,2.35:1
Burlesque (2010)            ,"6.4 based on 61,591 user ratings",2010-11-24,Steve Antin,"Cher,Christina Aguilera,Alan Cumming",47,222 user,197 critic,594,"small-town-girl,dancer,burlesque,iowa,stage","Drama,Music,Musical,Romance","Rated PG-13 for sexual content including several suggestive dance routines, partial nudity, language and some thematic material",USA,"English,Ukrainian",55000000,11947744(USA),39440655,119,Color,2.35:1
RED (2010)            ,"7.1 based on 238,547 user ratings",2010-10-15,Robert Schwentke,"Bruce Willis,Helen Mirren,Morgan Freeman",60,328 user,315 critic,1,"spy,office-cubicle,female-assassin,cia,interrogation","Action,Comedy,Crime,Thriller",Rated PG-13 for intense sequences of action violence and brief strong language,USA,"English,Russian",58000000,21761408(USA),90356857,111,Color,2.35:1
Mother and Child (2009)            ,"7.2 based on 9,716 user ratings",2010-07-02,Rodrigo García,"Naomi Watts,Annette Bening,Kerry Washington",64,65 user,161 critic,4,"adoption,baby,girl,sex,lawyer","Drama,Romance","Rated R for sexuality, brief nudity, and language","USA,Spain",English,4825000,43040(USA),1110286,125,Color,2.35:1
Conviction (2010)            ,"7.2 based on 34,763 user ratings",2010-11-05,Tony Goldwyn,"Hilary Swank,Sam Rockwell,Melissa Leo",61,107 user,181 critic,NA,"law,law-school,police,murder,ayer-massachusetts","Biography,Drama",Rated R for language and some violent images,USA,English,12500000,102351(USA),6783129,107,Color,1.85:1
Scott Pilgrim vs. the World (2010)            ,"7.5 based on 273,332 user ratings",2010-08-13,Edgar Wright,"Michael Cera,Mary Elizabeth Winstead,Kieran Culkin",69,522 user,393 critic,245,"band,dating,high-school,hipster,rock-band","Action,Comedy,Fantasy,Romance","Rated PG-13 for stylized violence, sexual content, language and drug references","USA,UK,Canada,Japan",English,60000000,10609795(USA),31494270,112,Color,1.85:1
Salt (2010)            ,"6.4 based on 245,323 user ratings",2010-07-23,Phillip Noyce,"Angelina Jolie Pitt,Liev Schreiber,Chiwetel Ejiofor",65,514 user,330 critic,1,"strong-female-lead,cia,russian,on-the-run,russian-spy","Action,Crime,Mystery,Thriller",Rated PG-13 for intense sequences of violence and action,USA,"English,Russian,Korean",110000000,36011243(USA),118311368,100,Color,2.35:1
Iron Man 2 (2010)            ,"7.0 based on 520,986 user ratings",2010-05-07,Jon Favreau,"Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow",57,722 user,453 critic,1,"tony-stark,hammer,military,revenge,monaco","Action,Adventure,Sci-Fi","Rated PG-13 for sequences of intense sci-fi action and violence, and some language",USA,"English,French,Russian",200000000,£7664732(UK),312057433,124,Color,2.35:1
The Tourist (2010)            ,"6.0 based on 176,310 user ratings",2010-12-10,Florian Henckel von Donnersmarck,"Johnny Depp,Angelina Jolie Pitt,Paul Bettany",37,374 user,321 critic,2,"tailing-a-suspect,surveillance-van,police-surveillance,venice-italy,tourist","Action,Romance,Thriller",Rated PG-13 for violence and brief strong language,"USA,France,Italy","English,French,Italian,Russian,Spanish",100000000,£1341143(UK),67631157,103,Color,2.35:1
Prince of Persia: The Sands of Time (2010)            ,"6.6 based on 222,042 user ratings",2010-05-28,Mike Newell,"Jake Gyllenhaal,Gemma Arterton,Ben Kingsley",50,453 user,306 critic,1,"persia,princess,king,alamut,dagger","Action,Adventure,Fantasy,Romance",Rated PG-13 for intense sequences of violence and action,USA,English,200000000,£1371066(UK),90755643,116,Color,2.35:1
14 Actors Acting (2010)            ,6.5 based on 17 user ratings,2010-12-08,Solve Sundsbo,"Javier Bardem,Vincent Cassel,Matt Damon",NA,NA,NA,NA,NA,Short,NA,USA,English,NA,NA,NA,NA, Black and White,NA
8: The Mormon Proposition (2010)            ,"7.1 based on 1,137 user ratings",2010-01-24,"Reed Cowan,Steven Greenstreet","Spencer Jones,Tyler Barrick,Dustin Lance Black",55,30 user,28 critic,NA,"mormon,church,mormon-church,proposition,marriage",Documentary,Rated R for some language/sexual references,USA,English,2500000,14093(USA),99851,NA,Color,1.78:1
Shrek Forever After (2010)            ,"6.4 based on 138,383 user ratings",2010-05-21,Mike Mitchell,"Mike Myers,Cameron Diaz,Eddie Murphy",58,172 user,226 critic,2,"ogre,true-love,hunted,king,far-far-away","Animation,Adventure,Comedy,Family,Fantasy","Rated PG for mild action, some rude humor and brief language",USA,English,165000000,70838207(USA),238371987,93,Color,2.35:1
Repo Men (2010)            ,"6.3 based on 87,660 user ratings",2010-03-19,Miguel Sapochnik,"Jude Law,Forest Whitaker,Alice Braga",32,187 user,197 critic,4,"future,near-future,artificial-organ,enforcer,best-friend","Action,Crime,Sci-Fi,Thriller","Rated R for for strong bloody violence, grisly images, language and some sexuality/nudity","USA,Canada","English,Spanish",32000000,6126170(USA),13763130,111,Color,2.35:1
Let Me In (2010)            ,"7.2 based on 92,066 user ratings",2010-10-01,Matt Reeves,"Kodi Smit-McPhee,Chloë Grace Moretz,Richard Jenkins",79,366 user,390 critic,1,"school,vampire,night,blood,boy","Drama,Fantasy,Horror,Mystery","Rated R for strong bloody horror violence, language and a brief sexual situation","UK,USA",English,20000000,5147479(USA),12134420,116,Color,2.35:1
Legend of the Guardians: The Owls of Ga'Hoole (2010)            ,"7.0 based on 65,699 user ratings",2010-09-19,Zack Snyder,"Jim Sturgess,Hugo Weaving,David Wenham",53,160 user,188 critic,3,"owl,escape,soldier,ruler,barn-owl","Animation,Action,Adventure,Family,Fantasy",Rated PG for some sequences of scary action,"USA,Australia",English,80000000,16112211(USA),55673333,97,Color,2.35:1
Green Zone (2010)            ,"6.9 based on 110,181 user ratings",2010-03-12,Paul Greengrass,"Matt Damon,Jason Isaacs,Greg Kinnear",63,260 user,265 critic,1,"cia,political-military-conspiracy,weapon-of-mass-destruction,iraqi,iraq","Action,Drama,Thriller,War",Rated R for violence and language,"France,USA,Spain,UK","English,Arabic",100000000,14309295(USA),35024475,115,Color,2.35:1
Like Dandelion Dust (2009)            ,"7.1 based on 2,267 user ratings",2010-09-24,Jon Gunn,"Mira Sorvino,Barry Pepper,Cole Hauser",NA,23 user,15 critic,NA,"alcoholic,adoptive-parent,birth-parents,bribe,perjury",Drama,Rated PG-13 for mature thematic material including domestic violence and alcohol abuse,USA,English,2500000,77960(USA),352810,100,Color,2.35:1
Unthinkable (2010)            ,"7.1 based on 71,653 user ratings",2010-05-26,Gregor Jordan,"Samuel L. Jackson,Carrie-Anne Moss,Michael Sheen",NA,253 user,56 critic,NA,"torture,muslim,torturer,bomb,fbi-agent","Drama,Thriller","Rated R for strong bloody violence, torture and language",USA,English,15000000,NA,NA,97,Color,1.85:1
Get Low (2009)            ,"7.1 based on 19,130 user ratings",2010-08-27,Aaron Schneider,"Robert Duvall,Bill Murray,Sissy Spacek",77,97 user,160 critic,NA,"funeral,hermit,funeral-home,party,secret","Drama,Mystery",Rated PG-13 for some thematic material and brief violent content,"USA,Germany,Poland",English,7500000,88182(USA),9176553,103,Color,2.35:1
Diary of a Wimpy Kid (2010)            ,"6.2 based on 31,953 user ratings",2010-03-19,Thor Freudenthal,"Zachary Gordon,Robert Capron,Rachael Harris",56,103 user,111 critic,1,"diary,school,middle-school,friend,cheese","Comedy,Family",Rated PG for some rude humor and language,USA,English,15000000,22126166(USA),64001297,NA,Color,1.85:1
Grown Ups (2010)            ,"6.0 based on 181,081 user ratings",2010-06-25,Dennis Dugan,"Adam Sandler,Salma Hayek,Kevin James",30,309 user,179 critic,885,"basketball,coach,high-school-basketball,high-school,daughter",Comedy,"Rated PG-13 for crude material including suggestive references, language and some male rear nudity",USA,"English,Spanish",80000000,40506562(USA),162001186,102,Color,1.85:1
Going the Distance (2010)            ,"6.3 based on 50,462 user ratings",2010-09-03,Nanette Burstein,"Drew Barrymore,Justin Long,Ron Livingston",51,113 user,167 critic,4,"long-distance-relationship,job,bar,male-pubic-hair,pubic-hair","Comedy,Romance","Rated R for sexual content including dialogue, language throughout, some drug use and brief nudity",USA,English,32000000,8508290(USA),17797316,NA,Color,2.35:1
TRON (2010)            ,"6.8 based on 263,807 user ratings",2010-12-17,Joseph Kosinski,"Jeff Bridges,Garrett Hedlund,Olivia Wilde",49,665 user,467 critic,516,"arcade,disappearance,escape,warrior,bridge","Action,Adventure,Sci-Fi",Rated PG for sequences of sci-fi action violence and brief mild language,USA,English,170000000,£1970692(UK),172051787,NA,Color,2.35:1
Batman: Under the Red Hood (2010)            ,"8.0 based on 36,259 user ratings",2010-07-27,Brandon Vietti,"Bruce Greenwood,Jensen Ackles,John DiMaggio",NA,93 user,57 critic,NA,"red-hood,vigilante,the-joker,batcave,caped-superhero","Animation,Action,Crime,Sci-Fi,Thriller",Rated PG-13 for violent content and some drug references,USA,English,NA,NA,NA,75,Color,NA
Wall Street: Money Never Sleeps (2010)            ,"6.3 based on 83,992 user ratings",2010-09-24,Oliver Stone,"Shia LaBeouf,Michael Douglas,Carey Mulligan",59,245 user,297 critic,3,"corporate-greed,mentor,greed,crisis,economy",Drama,Rated PG-13 for brief strong language and thematic elements,USA,English,70000000,19011188(USA),52474616,133,Color,2.35:1
Banana (2010)            ,"7.6 based on 1,160 user ratings",2010-12-14,NA,NA,NA,3 user,1 critic,NA,"apple,minion,banana,claw,slapstick-comedy","Animation,Short,Comedy,Family,Sci-Fi",NA,USA,English,NA,NA,NA,4,Color,NA
The Runaways (2010)            ,"6.6 based on 39,200 user ratings",2010-03-19,Floria Sigismondi,"Kristen Stewart,Dakota Fanning,Michael Shannon",65,129 user,259 critic,2,"historically-inaccurate,revisionist-history,box-office-flop,critically-bashed,band","Biography,Drama,Music","Rated R for language, drug use and sexual content - all involving teens",USA,English,10000000,805115(USA),3571735,106,Color,2.35:1
Life as We Know It (2010)            ,"6.6 based on 95,247 user ratings",2010-10-08,Greg Berlanti,"Katherine Heigl,Josh Duhamel,Josh Lucas",39,93 user,138 critic,2,"best-friend,bakery,godparent,1st-birthday,birthday","Comedy,Drama,Romance","Rated PG-13 for sexual material, language and some drug content",USA,English,38000000,14506464(USA),53358964,NA,Color,2.35:1
