name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
Gangs of New York (2002)            ,"7.5 based on 313,494 user ratings",2002-12-20,Martin Scorsese,"Leonardo DiCaprio,Cameron Diaz,Daniel Day-Lewis",72,"1,166 user",233 critic,1,"gangster,new-york-city,butcher,revenge,civil-war","Crime,Drama","Rated R for intense strong violence, sexuality/nudity and language","USA,Italy","English,Irish,Chinese,Latin",100000000,1049746(Japan),77679638,167,Color,2.35:1
Unfaithful (2002)            ,"6.7 based on 62,972 user ratings",2002-05-10,Adrian Lyne,"Richard Gere,Diane Lane,Olivier Martinez",63,533 user,152 critic,1,"erotic-thriller,marital-infidelity,infidelity,unfaithfulness,wife%27s-lover-murdered-by-husband","Drama,Thriller","Rated R for sexuality, language and a scene of violence","USA,Germany,France","English,French",50000000,14065277(USA),52752475,124,Color,1.85:1
Adaptation. (2002)            ,"7.7 based on 143,009 user ratings",2003-02-14,Spike Jonze,"Nicolas Cage,Meryl Streep,Chris Cooper",83,710 user,241 critic,2,"orchid,book,screenwriter,thief,twin","Comedy,Drama","Rated R for language, sexuality, some drug use and violent images",USA,"English,Latin",19000000,384478(USA),22245861,114,Color,1.85:1
Insomnia (2002)            ,"7.2 based on 218,316 user ratings",2002-05-24,Christopher Nolan,"Al Pacino,Robin Williams,Hilary Swank",78,650 user,185 critic,1,"insomnia,detective,murder,police,partner","Drama,Mystery,Thriller","Rated R for language, some violence and brief nudity","USA,Canada",English,46000000,26068419(USA),67263182,118,Color,2.35:1
Phone Booth (2002)            ,"7.1 based on 207,482 user ratings",2003-04-04,Joel Schumacher,"Colin Farrell,Kiefer Sutherland,Forest Whitaker",56,629 user,216 critic,2,"single-set-production,phone-booth,publicist,sniper,sniper-rifle","Crime,Thriller",Rated R for pervasive language and some violence,USA,"English,Swahili",13000000,15021088(USA),46563158,81,Color,2.35:1
Bowling for Columbine (2002)            ,"8.0 based on 122,958 user ratings",2002-11-15,Michael Moore,"Michael Moore,Charlton Heston,Marilyn Manson",72,888 user,215 critic,4,"columbine,columbine-high-school-killings,school-shooting,bank,firearm","Documentary,Crime,Drama",Rated R for some violent images and language,"Germany,Canada,USA",English,4000000,209148(USA),21244913,120, Black and White,1.85:1
Equilibrium (2002)            ,"7.5 based on 260,825 user ratings",2002-12-06,Kurt Wimmer,"Christian Bale,Sean Bean,Emily Watson",33,"1,136 user",146 critic,1,"dystopia,law,fascist,mind-control,drug-use","Action,Drama,Sci-Fi,Thriller",Rated R for violence,USA,English,20000000,541512(USA),1190018,107,Color,2.35:1
Secretary (2002)            ,"7.1 based on 67,875 user ratings",2002-10-11,Steven Shainberg,"James Spader,Maggie Gyllenhaal,Jeremy Davies",63,390 user,163 critic,1,"secretary,employer-employee-relationship,bdsm,mental-hospital,hospital","Comedy,Drama,Romance","Rated R for strong sexuality, some nudity, depiction of behavioral disorders, and language",USA,English,4000000,182306(USA),4046737,104,Color,1.85:1
Far from Heaven (2002)            ,"7.4 based on 36,504 user ratings",2003-01-10,Todd Haynes,"Julianne Moore,Dennis Quaid,Dennis Haysbert",84,378 user,181 critic,NA,"african-american,farewell-scene,catastrophe,therapy,family-relationships","Drama,Romance","Rated PG-13 for mature thematic elements, sexual content, brief violence and language","USA,France",English,13500000,211279(USA),15854988,107,Color,1.85:1
Panic Room (2002)            ,"6.8 based on 205,663 user ratings",2002-03-29,David Fincher,"Jodie Foster,Kristen Stewart,Forest Whitaker",65,850 user,233 critic,1,"panic,panic-room,money,burglar,brownstone","Crime,Drama,Thriller",Rated R for violence and language,USA,English,48000000,30056751(USA),95308367,112,Color,2.35:1
Inside (2002)            ,7.5 based on 657 user ratings,2002-07-01,NA,NA,NA,9 user,2 critic,NA,"multiple-personality-disorder,mental-patient,surprise-ending",Short,NA,USA,English,5000,NA,NA,8, Black and White,NA
Red Dragon (2002)            ,"7.2 based on 203,786 user ratings",2002-10-04,Brett Ratner,"Anthony Hopkins,Edward Norton,Ralph Fiennes",60,764 user,210 critic,1,"fbi-agent,madman,criminal-profile,tabloid-reporter,tragic-villain","Crime,Drama,Thriller","Rated R for violence, grisly images, language, some nudity and sexuality","Germany,USA","English,French",78000000,36540945(USA),92930005,124,Color,2.35:1
About Schmidt (2002)            ,"7.2 based on 107,466 user ratings",2003-01-03,Alexander Payne,"Jack Nicholson,Hope Davis,Dermot Mulroney",85,612 user,217 critic,4,"retirement,wedding,on-the-road,road-movie,two-word-title","Comedy,Drama",Rated R for some language and brief nudity,USA,English,30000000,282367(USA),65010106,125,Color,1.85:1
Bang Bang You're Dead (2002)            ,"8.0 based on 10,960 user ratings",2008-01-21,NA,NA,NA,83 user,11 critic,NA,"school,student,bomb,violence,teacher","Crime,Drama,Thriller",Rated R for elements of violence,"USA,Canada",English,NA,NA,NA,87,Color,1.33:1
Resident Evil (2002)            ,"6.7 based on 198,217 user ratings",2002-03-15,Paul W.S. Anderson,"Milla Jovovich,Michelle Rodriguez,Ryan McCluskey",33,"1,138 user",226 critic,1,"zombie,virus,amnesia,quarantine,special-forces","Action,Horror,Sci-Fi","Rated R for strong sci-fi/horror violence, language and sexuality/nudity","UK,Germany,France,USA",English,33000000,17707106(USA),39532308,100,Color,1.85:1
The Emperor's Club (2002)            ,"6.9 based on 14,334 user ratings",2002-11-22,Michael Hoffman,"Kevin Kline,Emile Hirsch,Joel Gretsch",49,139 user,83 critic,NA,"roman,reunion,headmaster,fund-raising,classroom",Drama,Rated PG-13 for some sexual content,USA,English,12500000,3846780(USA),14060950,109,Color,1.85:1
Spirit: Stallion of the Cimarron (2002)            ,"7.0 based on 43,989 user ratings",2002-05-24,"Kelly Asbury,Lorna Cook","Matt Damon,James Cromwell,Daniel Studi",52,216 user,106 critic,3,"stallion,escape,herd,cavalry,wild-stallion","Animation,Adventure,Family,Western",NA,USA,English,80000000,23213736(USA),73215310,83,Color,2.35:1
White Oleander (2002)            ,"7.2 based on 25,520 user ratings",2002-10-11,Peter Kosminsky,"Michelle Pfeiffer,Renée Zellweger,Robin Wright",61,171 user,103 critic,NA,"love,foster-home,prison,oleander,california",Drama,"Rated PG-13 for mature thematic elements concerning dysfunctional relationships, drug content, language, sexuality and violence",USA,"English,Russian",16000000,5607480(USA),16346122,109,Color,1.85:1
Jackass: The Movie (2002)            ,"6.6 based on 67,889 user ratings",2002-10-25,Jeff Tremaine,"Johnny Knoxville,Bam Margera,Chris Pontius",42,327 user,106 critic,4,"stunt,panda,japan,golf,alligator","Documentary,Comedy","Rated R for dangerous, sometimes extremely crude stunts, language and nudity",USA,English,5000000,22763437(USA),64267897,87,Color,1.85:1
Punch-Drunk Love (2002)            ,"7.3 based on 109,636 user ratings",2002-11-01,Paul Thomas Anderson,"Adam Sandler,Emily Watson,Philip Seymour Hoffman",78,888 user,251 critic,2,"sister,love,pudding,phone-sex,harmonium","Comedy,Drama,Romance,Thriller",Rated R for strong language including a scene of sexual dialogue,USA,English,25000000,367203(USA),17791031,95,Color,2.35:1
xXx (2002)            ,"5.8 based on 142,343 user ratings",2002-08-09,Rob Cohen,"Vin Diesel,Asia Argento,Marton Csokas",48,737 user,191 critic,528,"russian,nsa-agent,nsa,agent,prague","Action,Adventure,Thriller","Rated PG-13 for violence, non-stop action sequences, sensuality, drug content and language",USA,"English,German,Spanish,Russian,Czech",70000000,44506103(USA),141204016,124,Color,2.35:1
Star Wars: Episode II - Attack of the Clones (2002)            ,"6.7 based on 463,154 user ratings",2002-05-16,George Lucas,"Hayden Christensen,Natalie Portman,Ewan McGregor",54,"3,518 user",284 critic,1,"murdered-before-giving-protagonist-information,prequel-to-cult-film,part-computer-animation,prequel,martial-arts","Action,Adventure,Fantasy,Sci-Fi",Rated PG for sustained sequences of sci-fi action/violence,USA,English,115000000,£11386209(UK),310675583,142,Color,1.78:1/(highdefinition)
Harry Potter and the Chamber of Secrets (2002)            ,"7.4 based on 386,574 user ratings",2002-11-15,Chris Columbus,"Daniel Radcliffe,Rupert Grint,Emma Watson",63,857 user,232 critic,334,"bildungsroman,invisibility-cloak,flying-broom,wizardry,monster","Adventure,Family,Fantasy,Mystery","Rated PG for scary moments, some creature violence and mild language","UK,USA,Germany",English,100000000,£18871829(UK),261970615,161,Color,2.35:1
Gerry (2002)            ,"6.2 based on 15,088 user ratings",2002-09-20,Gus Van Sant,"Casey Affleck,Matt Damon",54,290 user,103 critic,NA,"minimal-dialogue,water,desert,friend,friendship","Adventure,Drama,Mystery",Rated R for language,"USA,Argentina,Jordan",English,3500000,26285(USA),236266,103,Color,2.35:1
Gone Nutty (2002)            ,"7.5 based on 2,688 user ratings",2002-11-28,NA,NA,NA,11 user,1 critic,NA,"acorn,falling-from-height,squirrel","Animation,Comedy,Short,Family",NA,USA,None,NA,NA,NA,5,Color,1.78:1
Just a Dream (2002)            ,6.5 based on 269 user ratings,2002-03-16,NA,NA,NA,5 user,2 critic,NA,"kid,desert,movie-crew,first-job,movie-extra",Drama,NA,USA,English,NA,NA,NA,NA,Color,1.33:1
The Transporter (2002)            ,"6.8 based on 236,773 user ratings",2002-10-11,"Louis Leterrier,Corey Yuen","Jason Statham,Qi Shu,Matt Schulze",51,460 user,170 critic,1,"gunfight,mixed-martial-arts,tire-iron,bar,human-trafficking","Action,Crime,Thriller",Rated PG-13 for violent sequences and some sensuality,"France,USA","English,French,Mandarin",21000000,9107816(USA),25296447,92,Color,2.35:1
The Trip (2002)            ,"7.1 based on 3,252 user ratings",2002-05-05,NA,NA,47,206 user,57 critic,NA,"book,break-up,reference-to-spiro-agnew,dancing-on-the-roof-of-a-car,repression","Comedy,Drama,Romance","Rated R for sexual content, language and some drug use",USA,English,NA,NA,NA,95,Color,1.85:1
In America (2002)            ,"7.8 based on 36,614 user ratings",2004-02-06,Jim Sheridan,"Paddy Considine,Samantha Morton,Djimon Hounsou",76,273 user,153 critic,NA,"irish,death,actor,irish-immigrant,new-york",Drama,"Rated PG-13 for some sexuality, drug references, brief violence and language","Ireland,UK","English,Spanish,Irish",NA,£284259(UK),15539266,105,Color,1.85:1
A Walk to Remember (2002)            ,"7.4 based on 162,502 user ratings",2002-01-25,NA,NA,35,962 user,80 critic,951,"love,student,punishment,school,community-service","Drama,Family,Music,Romance","Rated PG for thematic elements, language and some sensual material",USA,English,11000000,12177488(USA),41227069,101,Color,2.35:1
Spider-Man (2002)            ,"7.3 based on 543,388 user ratings",2002-05-03,Sam Raimi,"Tobey Maguire,Kirsten Dunst,Willem Dafoe",73,"2,012 user",291 critic,411,"spider-man,superhero,goblin,spider,evil","Action,Adventure,Fantasy,Romance",Rated PG-13 for stylized violence and action,USA,English,139000000,114844116(USA),403706375,121,Color,1.85:1
Men in Black II (2002)            ,"6.1 based on 269,873 user ratings",2002-07-03,Barry Sonnenfeld,"Tommy Lee Jones,Will Smith,Rip Torn",49,606 user,208 critic,2,"lingerie,m.i.b.,alien,lingerie-model,pug","Action,Adventure,Comedy,Family,Fantasy,Mystery,Sci-Fi",Rated PG-13 for sci-fi action violence and some provocative humor,USA,English,140000000,52148751(USA),190418803,88,Color,1.85:1
Cremaster 3 (2002)            ,"7.1 based on 1,161 user ratings",2003-05-25,NA,NA,67,41 user,37 critic,NA,"racetrack,g-string,new-york-city,manhattan-new-york-city,chrysler-building-manhattan-new-york-city","Drama,Fantasy",NA,USA,"English,Irish,Hebrew",NA,9787(USA),120308,182,Color,NA
S1m0ne (2002)            ,"6.1 based on 51,942 user ratings",2002-08-23,Andrew Niccol,"Al Pacino,Catherine Keener,Rachel Roberts",49,229 user,114 critic,NA,"holographic-image,reference-to-pygmalion,artificially-created-woman,film-within-a-film,film-set","Comedy,Drama,Fantasy,Romance,Sci-Fi",Rated PG-13 for some sensuality,USA,English,NA,3813463(USA),9680913,117,Color,2.35:1
My Big Fat Greek Wedding (2002)            ,"6.6 based on 101,831 user ratings",2002-08-02,Joel Zwick,"Nia Vardalos,John Corbett,Michael Constantine",62,756 user,168 critic,769,"greek,greek-restaurant,prejudice,travel-agency,baptism","Comedy,Family,Romance",Rated PG for sensuality and language,"USA,Canada","English,Greek",5000000,597362(USA),241437427,95,Color,1.85:1
Confessions of a Dangerous Mind (2002)            ,"7.1 based on 71,512 user ratings",2003-01-24,George Clooney,"Sam Rockwell,Drew Barrymore,George Clooney",67,276 user,181 critic,3,"broken-nose,playboy-mansion,kgb,marriage-proposal,sistine-chapel","Biography,Comedy,Crime,Drama,Romance,Thriller","Rated R for language, sexual content and violence","USA,Germany,Canada","English,Spanish",29000000,NA,NA,113,Color,2.35:1
Sweet Home Alabama (2002)            ,"6.1 based on 83,675 user ratings",2002-09-27,NA,NA,45,392 user,97 critic,2,"divorce,husband-wife-relationship,new-york-city,alabama,divorce-papers","Comedy,Romance",Rated PG-13 for some language/sexual references,USA,English,38000000,35648740(USA),127214072,108,Color,2.35:1
September 11 (2002)            ,"7.0 based on 4,881 user ratings",2002-09-11,NA,NA,61,56 user,63 critic,NA,"terrorist,title-directed-by-female,collapsing-building,date-in-title,episodic-structure",Drama,NA,"UK,France,Egypt,Japan,Mexico,USA,Iran","English,Spanish,French,Arabic,Hebrew,Persian,French Sign Language,Japanese",NA,NA,NA,134, Black and White,1.85:1
The Time Machine (2002)            ,"5.9 based on 103,644 user ratings",2002-03-08,Simon Wells,"Guy Pearce,Yancey Arias,Mark Addy",42,615 user,124 critic,1,"time-travel,time-travel-romance,scientist,hunter,time-machine","Sci-Fi,Adventure,Action",Rated PG-13 for intense sequences of action violence,USA,English,80000000,22610437(USA),56684819,96,Color,2.35:1
K-19: The Widowmaker (2002)            ,"6.7 based on 49,248 user ratings",2002-07-19,Kathryn Bigelow,"Harrison Ford,Sam Spruell,Peter Stebbings",58,278 user,136 critic,4,"radiation-sickness,radioactive-contamination,test-launch,sea,courage","Drama,History,Thriller,War",Rated PG-13 for disturbing images,"UK,Germany,USA,Canada","English,Russian",100000000,12778459(USA),35168677,138,Color,2.35:1
Ghost Ship (2002)            ,"5.5 based on 75,754 user ratings",2002-10-25,Steve Beck,"Julianna Margulies,Gabriel Byrne,Ron Eldard",28,474 user,156 critic,2,"ghost-ship,decapitation,torso-cut-in-half,severed-head,passenger",Horror,"Rated R for strong violence/gore, language and sexuality","USA,Australia","English,Italian,Spanish",35000000,11503423(USA),30079316,91,Color,1.85:1
Windtalkers (2002)            ,"6.0 based on 55,903 user ratings",2002-06-14,John Woo,"Nicolas Cage,Adam Beach,Peter Stormare",51,454 user,152 critic,4,"u.s.-soldier,steel-helmet,code,duty,u.s.-marine","Action,Drama,War","Rated R for pervasive graphic war violence, and for language",USA,"English,Navajo,Japanese",115000000,14520412(USA),40911830,134,Color,2.35:1
Treasure Planet (2002)            ,"7.1 based on 71,338 user ratings",2002-11-27,"Ron Clements,John Musker","Joseph Gordon-Levitt,Emma Thompson,Martin Short",60,217 user,127 critic,2,"treasure,planet,cyborg,pirate,alien","Animation,Adventure,Family,Sci-Fi",Rated PG for adventure action and peril,USA,English,140000000,12083248(USA),38120554,95,Color,1.50:1
Lilo & Stitch (2002)            ,"7.2 based on 116,792 user ratings",2002-06-21,"Dean DeBlois,Chris Sanders","Daveigh Chase,Chris Sanders,Tia Carrere",73,367 user,180 critic,1,"escape,fugitive,hawaii,alien,social-worker","Animation,Adventure,Comedy,Drama,Family,Fantasy,Sci-Fi",Rated PG for mild sci-fi action,USA,"English,Hawaiian",80000000,35260212(USA),145771527,85,Color,1.66:1
The Rookie (2002)            ,"7.0 based on 26,389 user ratings",2002-03-29,John Lee Hancock,"Dennis Quaid,J.D. Evermore,Rachel Griffiths",72,174 user,92 critic,2,"baseball,pitching,texas,coach,high-school","Drama,Family,Sport",NA,USA,English,20000000,16021684(USA),75597042,127,Color,2.35:1
The Hot Chick (2002)            ,"5.5 based on 74,559 user ratings",2002-12-13,Tom Brady,"Rob Schneider,Rachel McAdams,Anna Faris",29,205 user,77 critic,2,"pole-dancing,crossdresser,earring,school,best-friend","Comedy,Fantasy","Rated PG-13 on appeal for crude and sexual humor, language and drug references",USA,English,NA,7401146(USA),35016147,104,Color,1.85:1
We Were Soldiers (2002)            ,"7.1 based on 103,049 user ratings",2002-03-01,Randall Wallace,"Mel Gibson,Madeleine Stowe,Greg Kinnear",65,742 user,141 critic,2,"soldier,battle,vietnamese,major,air-cavalry","Action,Drama,History,War","Rated R for sustained sequences of graphic war violence, and for language","USA,Germany","English,Vietnamese,French",75000000,20212543(USA),78120196,138,Color,2.35:1
Big Trouble (2002)            ,"6.5 based on 17,294 user ratings",2002-04-05,Barry Sonnenfeld,"Tim Allen,Rene Russo,Stanley Tucci",47,185 user,87 critic,4,"suitcase,airport,fbi-agent,suitcase-bomb,person-in-a-car-trunk","Comedy,Crime,Thriller","Rated PG-13 for language, crude humor and sex-related, material",USA,English,40000000,3545204(USA),7262288,85,Color,1.85:1
Hart's War (2002)            ,"6.3 based on 43,597 user ratings",2002-02-15,NA,NA,49,196 user,112 critic,NA,"honor,pilot,lieutenant,racism,colonel","Drama,War",Rated R for some strong war violence and language,USA,"English,German",60000000,8907413(USA),19076815,125,Color,2.35:1
Signs (2002)            ,"6.7 based on 271,176 user ratings",2002-08-02,M. Night Shyamalan,"Mel Gibson,Joaquin Phoenix,Rory Culkin",59,"2,335 user",208 critic,1,"crop-circle,faith,farm,glass-of-water,loss-of-faith","Drama,Sci-Fi,Thriller",Rated PG-13 for some frightening moments,USA,"English,Portuguese",72000000,60117080(USA),227965690,106,Color,1.85:1
The Good Girl (2002)            ,"6.5 based on 37,909 user ratings",2002-08-30,Miguel Arteta,"Jennifer Aniston,Jake Gyllenhaal,Deborah Rush",71,298 user,107 critic,NA,"store,trying-to-conceive,marijuana,dysfunctional-marriage,small-town","Drama,Romance","Rated R for sexuality, some language and drug content","USA,Germany,Netherlands",English,5000000,151642(USA),14015786,93,Color,1.85:1
Solaris (2002)            ,"6.2 based on 67,492 user ratings",2002-11-27,Steven Soderbergh,"George Clooney,Natascha McElhone,Ulrich Tukur",65,713 user,195 critic,3,"space,suicide,space-station,planet,vision","Drama,Mystery,Romance,Sci-Fi","Rated PG-13 on appeal for sexuality/nudity, brief language and thematic elements",USA,English,47000000,6752722(USA),14970038,99,Color,2.35:1
The Count of Monte Cristo (2002)            ,"7.7 based on 104,819 user ratings",2002-01-25,NA,NA,61,544 user,138 critic,572,"revenge,count,island,escape,sailor","Action,Adventure,Drama,Romance,Thriller",Rated PG-13 for adventure violence/swordplay and some sensuality,"UK,USA,Ireland",English,35000000,11376150(USA),54228104,131,Color,1.85:1
May (2002)            ,"6.7 based on 26,734 user ratings",2003-04-11,Lucky McKee,"Angela Bettis,Jeremy Sisto,Anna Faris",58,277 user,114 critic,3,"dry-humor,friend,doll,case,love","Drama,Horror","Rated R for strong violence/gore, some sexuality and language",USA,English,500000,9070(USA),145540,93,Color,1.85:1
Spun (2002)            ,"6.8 based on 32,317 user ratings",2003-02-07,Jonas Åkerlund,"Jason Schwartzman,John Leguizamo,Patrick Fugit",41,199 user,92 critic,4,"male-nudity,nudity,meth,speed-freak,meth-lab","Comedy,Crime,Drama","Rated R for pervasive drug content, strong sexuality, language and some violence",USA,English,2000000,15160(USA),410241,101,Color,1.85:1
Ripley's Game (2002)            ,"6.7 based on 14,610 user ratings",2003-02-07,Liliana Cavani,"John Malkovich,Dougray Scott,Lena Headey",NA,108 user,56 critic,NA,"villa,art-forgery,dying,picture-framer,concert","Crime,Drama,Mystery,Thriller","Rated R for strong violence and language, some sexuality","Italy,UK,USA","English,German,Italian",30000000,£244457(UK),NA,110,Color,1.85:1
Two Weeks Notice (2002)            ,"6.1 based on 85,518 user ratings",2002-12-20,Marc Lawrence,"Sandra Bullock,Hugh Grant,Alicia Witt",42,269 user,117 critic,3,"lawyer,love,new-york-city,divorce,developer","Comedy,Romance",Rated PG-13 for some sex-related humor,"USA,Australia",English,60000000,14328494(USA),93307796,101,Color,1.85:1
Dummy (2002)            ,"6.8 based on 5,783 user ratings",2002-02-21,Greg Pritikin,"Adrien Brody,Milla Jovovich,Illeana Douglas",48,68 user,23 critic,NA,"friend,friendship,independent-film,wedding,unemployment","Comedy,Drama,Romance",Rated R for language,USA,"English,Yiddish",NA,30120(USA),71305,NA,Color,1.85:1
One Hour Photo (2002)            ,"6.8 based on 97,810 user ratings",2002-09-13,Mark Romanek,"Robin Williams,Connie Nielsen,Michael Vartan",64,605 user,207 critic,3,"photography,photo-lab,insanity,voyeur,photo-shop","Drama,Thriller",Rated R for sexual content and language,USA,English,12000000,1037361(Spain),31597131,96,Color,1.85:1
Impostor (2001)            ,"6.2 based on 19,971 user ratings",2002-01-04,Gary Fleder,"Shane Brolly,Vincent D'Onofrio,Gary Sinise",33,207 user,83 critic,NA,"android,alien,bomb,future,weapon","Drama,Mystery,Sci-Fi,Thriller",Rated R for violence and some language,USA,English,40000000,3022523(USA),6114237,95,Color,1.85:1
Space Station 3D (2002)            ,"7.5 based on 1,291 user ratings",2002-04-19,NA,NA,69,16 user,19 critic,NA,"3d-in-title,digit-in-title,nasa,joint-mission,space",Documentary,NA,"Canada,USA",English,NA,439488(USA),93214052,47,Color,1.44:1
Roger Dodger (2002)            ,"7.0 based on 15,225 user ratings",2002-11-22,Dylan Kidd,"Campbell Scott,Jesse Eisenberg,Isabella Rossellini",75,132 user,95 critic,NA,"virginity,male-ego,sex,ohio,copywriter","Comedy,Drama",Rated R for sexual content and language,USA,"English,German",NA,47431(USA),1260761,106,Color,1.85:1
Naqoyqatsi (2002)            ,"6.7 based on 4,162 user ratings",2003-01-21,Godfrey Reggio,"Marlon Brando,Elton John,Julia Louis-Dreyfus",59,64 user,45 critic,NA,"technology,violence,slow-motion,one-word-title,hopi","Documentary,Music","Rated PG for violent and disturbing images, and for brief nudity",USA,English,3000000,17154(USA),132026,89, Black and White,1.78:1
High Crimes (2002)            ,"6.3 based on 30,019 user ratings",2002-04-05,Carl Franklin,"Jim Caviezel,Morgan Freeman,Ashley Judd",48,175 user,114 critic,4,"lawyer,villager,defense-lawyer,murder,marine","Crime,Drama,Mystery,Thriller","Rated PG-13 for violence, sexual content and language",USA,"English,Spanish",42000000,14005550(USA),41543207,115,Color,2.35:1
Mike's New Car (2002)            ,"7.2 based on 8,558 user ratings",2002-08-09,NA,NA,NA,27 user,10 critic,NA,"car,surprise,seat,seat-belt,new-car","Animation,Short,Family",NA,USA,English,NA,NA,NA,4,Color,1.37:1
Killing Me Softly (2002)            ,"5.5 based on 14,301 user ratings",2002-06-21,NA,NA,NA,101 user,63 critic,NA,"mountaineer,love,sex,love-at-first-sight,black-pantyhose","Drama,Mystery,Romance,Thriller","Rated R for strong sexuality, some violence and language","USA,UK",English,25000000,60266(Brazil),NA,100,Color,1.85:1
Maid in Manhattan (2002)            ,"5.1 based on 68,298 user ratings",2002-12-13,Wayne Wang,"Jennifer Lopez,Ralph Fiennes,Natasha Richardson",45,241 user,114 critic,1,"place-name-in-title,hotel,maid,the-bronx,new-york-city","Comedy,Drama,Romance",Rated PG-13 for some language/sexual references,USA,"English,French,Spanish",55000000,18711407(USA),93815117,105,Color,2.35:1
Blade II (2002)            ,"6.7 based on 157,934 user ratings",2002-03-22,Guillermo del Toro,"Wesley Snipes,Kris Kristofferson,Ron Perlman",52,559 user,224 critic,1,"vampire,mutation,warrior,blade-the-character,cult-film","Action,Horror,Sci-Fi,Thriller","Rated R for strong pervasive violence, language, some drug use and sexual content","USA,Germany","English,Romanian,Czech",54000000,32528016(USA),81645152,117,Color,1.85:1
The Other Side of Heaven (2001)            ,"6.5 based on 3,201 user ratings",2002-04-12,Mitch Davis,"Christopher Gorham,Anne Hathaway,Joe Folau",38,85 user,27 critic,NA,"idaho,love,missionary,1950s,mormon","Adventure,Biography,Drama",Rated PG for thematic elements and brief disturbing images,USA,"English,Tonga",7000000,55765(USA),4720371,113,Color,1.85:1
