name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
12 and Holding (2005)            ,"7.6 based on 6,116 user ratings",2006-07-07,Michael Cuesta,"Conor Donovan,Jesse Camacho,Zoe Weizenbaum",65,49 user,62 critic,NA,"boy,12-year-old,twin,friend,death",Drama,"Rated R for some violence and sexual content involving minors, and for language",USA,English,400000,11456(USA),95687,90,Color,1.85:1
King Kong (2005)            ,"7.2 based on 315,571 user ratings",2005-12-14,Peter Jackson,"Naomi Watts,Jack Black,Adrien Brody",81,"2,617 user",446 critic,202,"gorilla,island,king-kong,ape-abducts-a-woman,animal-name-in-title","Action,Adventure,Drama,Romance",Rated PG-13 for frightening adventure violence and some disturbing images,"New Zealand,USA,Germany",English,207000000,£6944740(UK),218051260,187,Color,2.35:1
Charlie and the Chocolate Factory (2005)            ,"6.7 based on 319,535 user ratings",2005-07-15,Tim Burton,"Johnny Depp,Freddie Highmore,David Kelly",72,"1,360 user",276 critic,369,"physical-flexability,diminution,miniaturization,chocolate,ticket","Adventure,Comedy,Family,Fantasy","Rated PG for quirky situations, action and mild language","USA,UK,Australia",English,150000000,56178450(USA),206456431,115,Color,1.85:1
"Good Night, and Good Luck. (2005)            ","7.5 based on 83,999 user ratings",2005-11-04,George Clooney,"David Strathairn,George Clooney,Patricia Clarkson",80,526 user,351 critic,3,"fear,reporter,paranoia,expose,cbs","Biography,Drama,History",Rated PG for mild thematic elements and brief language,"USA,France,UK,Japan",English,7500000,421446(USA),31501218,93, Black and White,1.85:1
The World's Fastest Indian (2005)            ,"7.9 based on 44,131 user ratings",2006-03-24,Roger Donaldson,"Anthony Hopkins,Diane Ladd,Iain Rea",68,251 user,126 critic,4,"utah,motorcycle,mortgage,trailer,speed","Biography,Drama,Sport","Rated PG-13 for brief language, drug use and a sexual reference","New Zealand,USA,Switzerland,Japan",English,25000000,400782(USA),5128124,127,Color,2.35:1
Hitch (2005)            ,"6.6 based on 244,431 user ratings",2005-02-11,Andy Tennant,"Will Smith,Eva Mendes,Kevin James",58,372 user,171 critic,2,"gossip,quitting-a-job,newspaper,friendship,advice","Comedy,Romance",Rated PG-13 for language and some strong sexual references,USA,English,70000000,43142214(USA),177575142,118,Color,2.35:1
Casanova (2005)            ,"6.5 based on 44,190 user ratings",2006-01-06,Lasse Hallström,"Heath Ledger,Sienna Miller,Jeremy Irons",57,143 user,121 critic,4,"casanova,seduction,doge,disguise,university","Adventure,Comedy,Drama,Romance",Rated R for some sexual content,USA,English,NA,231077(USA),11294832,112,Color,2.35:1
Little Manhattan (2005)            ,"7.6 based on 18,644 user ratings",2006-01-05,Mark Levin,"Josh Hutcherson,Charlie Ray,Bradley Whitford",52,72 user,38 critic,NA,"first-love,place-name-in-title,10-year-old,karate,karate-class","Comedy,Family,Romance","Rated PG for mild thematic elements, language and brief action",USA,English,NA,36397(USA),384924,84,Color,2.35:1
The Exorcism of Emily Rose (2005)            ,"6.7 based on 96,385 user ratings",2005-09-09,Scott Derrickson,"Laura Linney,Tom Wilkinson,Shohreh Aghdashloo",46,522 user,233 critic,1,"demonic-possession,priest,lawyer,exorcism,death","Drama,Horror,Thriller","Rated PG-13 for thematic material, including intense/frightening sequences and disturbing images",USA,"English,Syriac,German,Greek,Hebrew,Latin,Aramaic",20000000,30054300(USA),75072454,119,Color,2.35:1
Munich (2005)            ,"7.6 based on 176,680 user ratings",2006-01-06,Steven Spielberg,"Eric Bana,Daniel Craig,Marie-Josée Croze",74,824 user,298 critic,1,"black-september,munich-olympics,arab,jew,israel","Drama,History,Thriller","Rated R for strong graphic violence, some sexual content, nudity and language","France,Canada,USA","English,German,French,Hebrew,Arabic,Italian,Greek,Russian",70000000,6040860(USA),47379090,164,Color,2.35:1
A History of Violence (2005)            ,"7.5 based on 186,239 user ratings",2005-09-30,David Cronenberg,"Viggo Mortensen,Maria Bello,Ed Harris",81,"1,123 user",441 critic,1,"robbery,bar,female-full-frontal-nudity,crotch-shot,female-pubic-hair","Crime,Drama,Thriller","Rated R for strong brutal violence, graphic sexuality, nudity, language and some drug use","USA,Germany,Canada",English,32000000,515992(USA),31493782,96,Color,1.85:1
Elizabethtown (2005)            ,"6.4 based on 58,589 user ratings",2005-10-14,Cameron Crowe,"Orlando Bloom,Kirsten Dunst,Susan Sarandon",45,495 user,190 critic,4,"flight,shoes,kentucky,flight-attendant,travel","Comedy,Drama,Romance",Rated PG-13 for language and some sexual references,USA,English,57000000,10618711(USA),26838389,123,Color,1.85:1
Star Wars: Episode III - Revenge of the Sith (2005)            ,"7.6 based on 518,842 user ratings",2005-05-19,George Lucas,"Hayden Christensen,Natalie Portman,Ewan McGregor",68,"3,287 user",359 critic,828,"elongated-cry-of-no,vision,robotic-midwife,friends-become-enemies,kicked-in-the-butt","Action,Adventure,Fantasy,Sci-Fi",Rated PG-13 for sci-fi violence and some intense images,USA,English,113000000,£14361469(UK),380262555,140,Color,2.35:1
The Island (2005)            ,"6.9 based on 262,964 user ratings",2005-07-22,Michael Bay,"Scarlett Johansson,Ewan McGregor,Djimon Hounsou",50,898 user,257 critic,419,"island,clone,environment,lottery,escape","Action,Adventure,Romance,Sci-Fi,Thriller","Rated PG-13 for intense sequences of violence and action, some sexuality and language",USA,English,126000000,12409070(USA),35799026,136,Color,2.35:1
Rent (2005)            ,"7.0 based on 41,623 user ratings",2005-11-23,Chris Columbus,"Taye Diggs,Wilson Jermaine Heredia,Rosario Dawson",53,754 user,146 critic,2,"hiv-positive,roommate,aids,new-york-city,lawyer","Drama,Musical,Romance","Rated PG-13 for mature thematic material involving drugs and sexuality, and for some strong language",USA,English,40000000,10016021(USA),29077547,135,Color,2.35:1
The Jacket (2005)            ,"7.1 based on 92,728 user ratings",2005-03-04,John Maybury,"Adrien Brody,Keira Knightley,Daniel Craig",44,263 user,161 critic,2,"morgue,shot-in-the-head,veteran,vermont,gulf-war-veteran","Drama,Mystery,Sci-Fi,Thriller","Rated R for violence, language and brief sexuality/nudity","USA,Germany",English,29000000,2723682(USA),6301131,103,Color,2.35:1
Me and You and Everyone We Know (2005)            ,"7.4 based on 31,092 user ratings",2005-08-05,Miranda July,"John Hawkes,Miranda July,Miles Thompson",76,243 user,151 critic,NA,"shoe-salesman,seven-word-title,fellatio,title-directed-by-female,written-by-director","Comedy,Drama","Rated R for disturbing sexual content involving children, and for language","USA,UK",English,2000000,30801(USA),3885134,91,Color,1.85:1
The Ballad of Jack and Rose (2005)            ,"6.7 based on 9,390 user ratings",2005-04-08,Rebecca Miller,"Daniel Day-Lewis,Catherine Keener,Camilla Belle",59,68 user,75 critic,NA,"island,commune,environmentalism,fellatio,defecation",Drama,"Rated R for language, sexual content and some drug material",USA,English,1500000,59459(USA),712294,NA,Color,1.66:1
Jarhead (2005)            ,"7.1 based on 143,318 user ratings",2005-11-04,Sam Mendes,"Jake Gyllenhaal,Jamie Foxx,Lucas Black",58,657 user,262 critic,2,"gulf-war,usmc,american-abroad,u.s.-military,u.s.-soldier","Action,Drama,War","Rated R for pervasive language, some violent images and strong sexual content","Germany,USA","English,Spanish,Arabic,Latin",70000000,27726210(USA),62647540,125,Color,2.35:1
Thumbsucker (2005)            ,"6.7 based on 18,750 user ratings",2005-10-07,Mike Mills,"Lou Taylor Pucci,Tilda Swinton,Vincent D'Onofrio",69,91 user,114 critic,NA,"school,drugs,debate,attention-deficit-disorder,psychologist","Comedy,Drama","Rated R for drug/alcohol use and sexuality involving teens, language and a disturbing image",USA,English,4000000,85327(USA),1325073,96,Color,2.35:1
The Greatest Game Ever Played (2005)            ,"7.5 based on 22,236 user ratings",2005-09-30,Bill Paxton,"Shia LaBeouf,Stephen Dillane,Elias Koteas",55,106 user,86 critic,NA,"champion,golfer,nostalgia,orchestral-music-score,golf-tournament","Drama,History,Sport",Rated PG for some brief mild language,"USA,Canada",English,NA,3657322(USA),15331289,120,Color,1.85:1
Madagascar (2005)            ,"6.9 based on 265,865 user ratings",2005-05-27,"Eric Darnell,Tom McGrath","Chris Rock,Ben Stiller,David Schwimmer",57,385 user,181 critic,1,"lemur,jungle,zoo,escape,madagascar","Animation,Adventure,Comedy,Family","Rated PG for mild language, crude humor and some thematic elements",USA,"English,Portuguese,Spanish,German,French",75000000,61012130(USA),193136719,86,Color,1.85:1
Serenity (2005)            ,"8.0 based on 242,257 user ratings",2005-09-30,Joss Whedon,"Nathan Fillion,Gina Torres,Chiwetel Ejiofor",74,"1,593 user",276 critic,834,"cannibalism,alliance,planet,operative,future","Action,Adventure,Sci-Fi,Thriller","Rated PG-13 for sequences of intense violence and action, and some sexual references",USA,"English,Mandarin",40000000,10086680(USA),25335935,119,Color,2.35:1
The Fan and the Flower (2005)            ,7.4 based on 484 user ratings,2005-04-21,NA,NA,NA,8 user,5 critic,NA,"old-woman,room,house,ceiling-fan,voice-over-narration","Animation,Short",NA,USA,English,NA,NA,NA,NA,Color,1.66:1
Nine Lives (2005)            ,"6.8 based on 5,855 user ratings",2005-09-02,NA,NA,80,74 user,59 critic,NA,"long-take,voyeurism,mortality,little-girl,urinating-on-ground",Drama,"Rated R for language, brief sexual content and some disturbing images",USA,"English,Spanish,American Sign Language",500000,28387(USA),478645,NA,Color,1.85:1
The Three Burials of Melquiades Estrada (2005)            ,"7.5 based on 34,174 user ratings",2006-02-24,Tommy Lee Jones,"Tommy Lee Jones,Barry Pepper,Dwight Yoakam",77,199 user,172 critic,NA,"mexico,journey,friend,cemetery,promise","Adventure,Crime,Drama,Mystery,Western","Rated R for language, violence and sexuality","France,USA","English,Spanish",15000000,759792(France),5023275,121,Color,2.35:1
North Country (2005)            ,"7.3 based on 32,782 user ratings",2005-10-21,Niki Caro,"Charlize Theron,Jeremy Renner,Frances McDormand",68,214 user,155 critic,4,"lawsuit,sexual-harassment,innocence,based-on-true-story,mine",Drama,"Rated R for sequences involving sexual harassment including violence and dialogue, and for language",USA,English,35000000,6422455(USA),18324242,126,Color,2.35:1
Grizzly Man (2005)            ,"7.8 based on 40,796 user ratings",2005-09-02,Werner Herzog,"Timothy Treadwell,Amie Huguenard,Werner Herzog",87,388 user,198 critic,NA,"man-eaten-by-a-bear,katmai-national-park-alaska,interview,filmmaker,family-relationships","Documentary,Biography",Rated R for language,USA,English,NA,269131(USA),3174085,103,Color,1.85:1
Duma (2005)            ,"7.3 based on 6,444 user ratings",2005-05-27,Carroll Ballard,"Alex Michaeletos,Campbell Scott,Hope Davis",82,43 user,38 critic,NA,"cheetah,boy,africa,bed,south-africa","Adventure,Drama,Family",Rated PG for mild adventure peril,USA,English,12000000,105422(USA),860002,NA,Color,1.85:1
Syriana (2005)            ,"7.0 based on 109,064 user ratings",2005-12-09,Stephen Gaghan,"George Clooney,Matt Damon,Amanda Peet",76,624 user,358 critic,2,"oil,hezbollah,lebanon,prince,cia","Drama,Thriller",Rated R for violence and language,"USA,United Arab Emirates","English,Urdu,Arabic,Persian,French,Mandarin",50000000,374502(USA),50815288,128,Color,2.35:1
"The Prize Winner of Defiance, Ohio (2005)            ","7.3 based on 5,423 user ratings",2007-06-01,NA,NA,58,81 user,49 critic,NA,"contest,commercial,prize,priest,money","Biography,Drama","Rated PG-13 for thematic elements, some disturbing images and language",USA,English,NA,159056(USA),626310,99,Color,1.85:1
Everything Is Illuminated (2005)            ,"7.5 based on 50,617 user ratings",2005-10-14,Liev Schreiber,"Elijah Wood,Eugene Hutz,Boris Leskin",58,174 user,115 critic,NA,"ukraine,jewish,jewish-american,ukrainian,nazi","Comedy,Drama","Rated PG-13 for disturbing images/violence, sexual content and language",USA,"English,Russian,Ukrainian",7000000,66806(USA),1705595,106,Color,1.85:1
Magnificent Desolation: Walking on the Moon 3D (2005)            ,7.0 based on 802 user ratings,2005-09-23,Mark Cowen,"Tom Hanks,John Corbett,Andrew Husmann",71,20 user,18 critic,NA,"moon,astronaut,ends-with-a-quote,plaque,family-portrait","Documentary,Animation,Short",NA,USA,English,NA,503253(USA),33557433,NA,Color,1.44:1
Happy Tree Friends: Overkill (2005)            ,8.1 based on 67 user ratings,2005-11-28,"Alan Lau,Kenn Navarro","Aubrey Ankrum,Dana Belben,Jeff Biancalana",NA,1 user,NA,NA,NA,"Animation,Comedy",NA,USA,English,50000,NA,NA,84,Color,NA
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)            ","6.9 based on 285,925 user ratings",2005-12-09,Andrew Adamson,"Tilda Swinton,Georgie Henley,William Moseley",75,"1,463 user",284 critic,598,"lion,professor,hide-and-seek,snow,magic","Adventure,Family,Fantasy",Rated PG for battle sequences and frightening moments,"USA,UK","English,German",180000000,£8884111(UK),291709845,143,Color,2.35:1
Hide and Seek (2005)            ,"5.9 based on 70,130 user ratings",2005-01-28,John Polson,"Robert De Niro,Dakota Fanning,Famke Janssen",35,450 user,180 critic,4,"psychologist,bathtub,smothered-with-a-pillow,pushed-out-a-window,telescope","Drama,Horror,Thriller",Rated R for frightening sequences and violence,"USA,Germany",English,30000000,21959233(USA),51097664,101,Color,2.35:1
Enron: The Smartest Guys in the Room (2005)            ,"7.7 based on 12,240 user ratings",2005-05-20,NA,NA,NA,36 user,49 critic,NA,"enron,greed,corporation,california,accounting",Documentary,NA,USA,English,NA,NA,NA,110,Color,1.85:1
Flightplan (2005)            ,"6.2 based on 126,527 user ratings",2005-09-23,Robert Schwentke,"Jodie Foster,Peter Sarsgaard,Sean Bean",53,600 user,231 critic,2,"flight,plane,flight-attendant,captain,search","Drama,Mystery,Thriller",Rated PG-13 for violence and some intense plot material,USA,"English,French,German,Arabic,Italian,Japanese",55000000,24629938(USA),89706988,98,Color,2.35:1
The Chumscrubber (2005)            ,"7.0 based on 16,289 user ratings",2006-10-05,Arie Posin,"Jamie Bell,Allison Janney,Rory Culkin",41,128 user,74 critic,NA,"pills,death,chumscrubber,friend,school","Comedy,Drama","Rated R for language, violent content, drug material and some sexuality","USA,Germany",English,6800000,28548(USA),49526,108,Color,2.35:1
Chaos (2005)            ,"6.5 based on 43,451 user ratings",2005-12-15,NA,NA,NA,96 user,50 critic,NA,"investigation,bank,hostage,detective,chaos-theory","Action,Crime,Drama,Thriller",Rated R for violence and language,"Canada,UK,USA",English,20000000,NA,NA,106,Color,2.35:1
The Brothers Grimm (2005)            ,"5.9 based on 98,326 user ratings",2005-08-26,Terry Gilliam,"Matt Damon,Heath Ledger,Monica Bellucci",51,492 user,233 critic,1,"village,exorcism,curse,girl,creature","Action,Adventure,Comedy,Fantasy,Thriller","Rated PG-13 for violence, frightening sequences and brief suggestive material","USA,Czech Republic,UK","English,French,German,Italian",88000000,15092079(USA),37899638,118,Color,1.85:1
Where the Truth Lies (2005)            ,"6.5 based on 14,966 user ratings",2005-10-07,Atom Egoyan,"Kevin Bacon,Colin Firth,Alison Lohman",47,128 user,106 critic,NA,"rear-entry-sex,breasts,lesbian-cunnilingus,female-rear-nudity,death","Crime,Drama,Mystery,Thriller","Rated R for strong sexuality, nudity, drug use and language","Canada,UK",English,25000000,37726(USA),871527,107,Color,2.35:1
Harry Potter and the Goblet of Fire (2005)            ,"7.6 based on 384,641 user ratings",2005-11-18,Mike Newell,"Daniel Radcliffe,Emma Watson,Rupert Grint",81,"1,894 user",295 critic,274,"tournament,goblet,fire,magic,wizard","Adventure,Family,Fantasy,Mystery",Rated PG-13 for sequences of fantasy violence and frightening images,"UK,USA","English,French",150000000,£14933901(UK),289994397,157,Color,2.35:1
Saw Rebirth (2005)            ,6.3 based on 411 user ratings,2005-10-25,"Jeff Shuter,Daniel Viney","Whit Anderson,Stan Kirsch,Jeff Shuter",NA,2 user,NA,NA,"maniac,violence,prequel,idw-comics,based-on-comic-book","Animation,Short,Horror,Thriller",NA,USA,English,NA,NA,NA,6,Color,NA
Lassie (2005)            ,"6.7 based on 3,227 user ratings",2006-09-01,Charles Sturridge,"John Lynch,Samantha Morton,Peter O'Toole",84,27 user,44 critic,NA,"lassie,dog,yorkshire,scottish-highlands,dogcatcher","Adventure,Comedy,Drama,Family",Rated PG for some mild violent content and language,"USA,France,Ireland,UK",English,NA,£132926(UK),651365,100,Color,2.35:1
The 40-Year-Old Virgin (2005)            ,"7.1 based on 313,275 user ratings",2005-08-19,Judd Apatow,"Steve Carell,Catherine Keener,Paul Rudd",73,545 user,217 critic,897,"cheating-on-girlfriend,car-accident,porno-movie,40-year-old,collection","Comedy,Romance","Rated R for pervasive sexual content, language and some drug use",USA,"English,Spanish,Japanese",26000000,21422815(USA),109243478,116,Color,1.85:1
Prime (2005)            ,"6.2 based on 34,950 user ratings",2005-10-28,Ben Younger,"Uma Thurman,Meryl Streep,Bryan Greenberg",58,195 user,123 critic,NA,"cat,therapist-client-relationship,older-woman-younger-man-relationship,mother-son-relationship,love","Comedy,Drama,Romance","Rated PG-13 on appeal for sexual content including dialogue, and for language",USA,English,NA,6220935(USA),22728025,105,Color,1.85:1
Transporter 2 (2005)            ,"6.3 based on 155,947 user ratings",2005-09-02,Louis Leterrier,"Jason Statham,Amber Valletta,Kate Nauta",56,340 user,162 critic,2,"sequel,kidnapping,driver,french,police","Action,Crime,Thriller","Rated PG-13 for intense sequences of violent action, sexual content, partial nudity and brief language","France,USA","English,French,Italian",32000000,919809(France),43095600,87,Color,2.35:1
Man Push Cart (2005)            ,"7.2 based on 2,613 user ratings",2006-05-10,NA,NA,71,32 user,70 critic,NA,"pakistani,coffee,push-cart,immigrant,manhattan-new-york-city",Drama,NA,USA,"English,Urdu",NA,NA,NA,NA,Color,1.85:1
Hustle & Flow (2005)            ,"7.4 based on 33,531 user ratings",2005-07-22,Craig Brewer,"Terrence Howard,Ludacris,Anthony Anderson",68,206 user,159 critic,4,"hip-hop,baby,friend,stripper,pimp","Crime,Drama,Music","Rated R for sex and drug content, pervasive language and some violence",USA,English,8000000,8017808(USA),22201636,116,Color,1.85:1
Ashes and Snow (2005)            ,"8.4 based on 3,058 user ratings",2005-03-05,NA,NA,NA,20 user,4 critic,NA,"animal,cheetah,elephant,photographer,female-frontal-nudity","Documentary,Drama",NA,USA,"English,Japanese,Spanish",NA,NA,NA,NA,Color,NA
The Longest Yard (2005)            ,"6.4 based on 129,797 user ratings",2005-05-27,Peter Segal,"Adam Sandler,Burt Reynolds,Chris Rock",48,316 user,134 critic,439,"football,warden,prison,coach,convict","Comedy,Crime,Sport","Rated PG-13 for crude and sexual humor, violence, language and drug references",USA,English,82000000,58613245(USA),158115031,113,Color,2.35:1
Just Like Heaven (2005)            ,"6.7 based on 82,717 user ratings",2005-09-16,Mark Waters,"Reese Witherspoon,Mark Ruffalo,Donal Logue",47,263 user,142 critic,4,"apartment,spirit,architect,doctor,coma","Comedy,Fantasy,Romance",Rated PG-13 for some sexual content,USA,"English,Spanish,Mandarin",58000000,16408718(USA),48291624,95,Color,1.85:1
Memoirs of a Geisha (2005)            ,"7.3 based on 119,167 user ratings",2005-12-23,Rob Marshall,"Ziyi Zhang,Ken Watanabe,Michelle Yeoh",54,548 user,229 critic,2,"geisha,japan,jealousy,love,coming-of-age","Drama,Romance",Rated PG-13 for mature subject matter and some sexual content,USA,"English,Japanese",85000000,682504(USA),57010853,145,Color,2.35:1
