name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
Lost in Translation (2003)            ,"7.8 based on 320,768 user ratings",2003-10-03,Sofia Coppola,"Bill Murray,Scarlett Johansson,Giovanni Ribisi",89,"1,848 user",265 critic,1,"loneliness,japanese,unlikely-friendship,older-man-younger-woman-relationship,fish-out-of-water",Drama,Rated R for some sexual content,"USA,Japan","English,Japanese,German,French",4000000,925087(USA),44566004,101,Color,1.85:1
Monster (2003)            ,"7.3 based on 105,356 user ratings",2004-01-30,Patty Jenkins,"Charlize Theron,Christina Ricci,Bruce Dern",74,533 user,185 critic,686,"lesbian,prostitute,hooker,beach,female-criminal","Biography,Crime,Drama,Thriller","Rated R for strong violence and sexual content, and for pervasive language","USA,Germany",English,4500000,86831(USA),34468224,109,Color,1.85:1
The Italian Job (2003)            ,"7.0 based on 285,142 user ratings",2003-05-30,F. Gary Gray,"Donald Sutherland,Mark Wahlberg,Edward Norton",68,496 user,155 critic,783,"gold,heist,venice-italy,revenge,traffic-jam","Action,Crime,Thriller",Rated PG-13 for violence and some language,"USA,France,UK","English,Russian,Italian",60000000,19457944(USA),106126012,111,Color,2.35:1
Runaway Jury (2003)            ,"7.1 based on 76,683 user ratings",2003-10-17,Gary Fleder,"John Cusack,Rachel Weisz,Gene Hackman",61,362 user,161 critic,NA,"jury,juror,gun,jury-consultant,gun-manufacturer","Drama,Thriller","Rated PG-13 for violence, language and thematic elements",USA,"English,French,Italian",60000000,11836705(USA),49440996,127,Color,2.35:1
Coffee and Cigarettes (2003)            ,"7.1 based on 46,454 user ratings",2004-06-11,NA,NA,65,165 user,156 critic,4,"drink-in-title,vignette,coffee,popsicle,addiction","Comedy,Drama,Music",Rated R for language,"USA,Japan,Italy","English,French",NA,99162(USA),1971135,95, Black and White,1.85:1
Secondhand Lions (2003)            ,"7.6 based on 43,315 user ratings",2003-09-19,Tim McCanlies,"Haley Joel Osment,Michael Caine,Robert Duvall",52,292 user,82 critic,1,"money,texas,veteran,eyeglasses,africa","Comedy,Drama,Family","Rated PG for thematic material, language and action violence",USA,English,30000000,12139832(USA),41407470,111,Color,1.85:1
The Matrix Revolutions (2003)            ,"6.7 based on 364,303 user ratings",2003-11-05,"Lana Wachowski,Lilly Wachowski","Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss",47,"2,119 user",245 critic,1,"machine,battle,fight,future,epic","Action,Sci-Fi",Rated R for sci-fi violence and brief sexual content,"Australia,USA","English,French",150000000,£8712350(UK),139259759,129,Color,2.35:1
The Station Agent (2003)            ,"7.7 based on 58,175 user ratings",2003-12-05,Tom McCarthy,"Peter Dinklage,Patricia Clarkson,Bobby Cannavale",81,286 user,154 critic,4,"train,depot,abandoned,newfoundland-new-jersey,dwarf","Comedy,Drama",Rated R for language and some drug content,USA,"English,Spanish",500000,57785(USA),5739376,89,Color,1.85:1
Bruce Almighty (2003)            ,"6.7 based on 296,304 user ratings",2003-05-23,Tom Shadyac,"Jim Carrey,Jennifer Aniston,Morgan Freeman",46,604 user,191 critic,1,"supernatural-power,breast-expansion,walking-on-water,answer-to-prayer,pleading-with-god","Comedy,Drama","Rated PG-13 for language, sexual content and some crude humor",USA,"English,Spanish",81000000,85734045(USA),242589580,101,Color,1.85:1
The Animatrix (2003)            ,"7.4 based on 61,038 user ratings",2003-06-03,"Peter Chung,Andrew R. Jones","Clayton Watson,Akio Ôtsuka,Pamela Adlon",NA,138 user,83 critic,NA,"anime,anthology,battle,hacker,warrior","Animation,Action,Adventure,Sci-Fi",NA,"USA,Japan","English,Japanese",NA,NA,NA,102, Black and White,2.35:1
The Matrix Reloaded (2003)            ,"7.2 based on 421,086 user ratings",2003-05-15,"Lana Wachowski,Lilly Wachowski","Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss",62,"2,787 user",275 critic,1,"oracle,prophecy,car-motorcycle-chase,stylized-violence,one-against-many","Action,Sci-Fi",Rated R for sci-fi violence and some sexuality,"USA,Australia","English,French",150000000,7241362(Australia),281492479,138,Color,2.35:1
The Last Samurai (2003)            ,"7.7 based on 316,609 user ratings",2003-12-05,Edward Zwick,"Tom Cruise,Ken Watanabe,Billy Connolly",55,928 user,190 critic,1,"samurai,emperor,japan,honor,captain","Action,Drama,History,War",Rated R for strong violence and battle sequences,"USA,New Zealand,Japan","English,Japanese",140000000,2630243(Japan),111110575,154,Color,2.35:1
X2 (2003)            ,"7.5 based on 405,056 user ratings",2003-05-02,Bryan Singer,"Patrick Stewart,Hugh Jackman,Halle Berry",68,"1,055 user",289 critic,1,"mutant,school,professor,prison,x-men","Action,Adventure,Fantasy,Sci-Fi,Thriller","Rated PG-13 for sci-fi action/violence, some sexuality and brief language","Canada,USA","English,German,Italian,Spanish",110000000,£7037861(UK),214948780,134,Color,2.35:1
Earthlings (2005)            ,"8.7 based on 12,607 user ratings",2005-09-24,NA,NA,NA,85 user,11 critic,NA,"hidden-camera,killing-a-dog,laboratory,monkey,dog",Documentary,NA,USA,English,NA,NA,NA,NA, Black and White,4x1.33:1
Master and Commander: The Far Side of the World (2003)            ,"7.4 based on 167,969 user ratings",2003-11-14,Peter Weir,"Russell Crowe,Paul Bettany,Billy Boyd",81,684 user,243 critic,2,"ship,napoleonic-wars,royal-navy,1800s,pursuit","Action,Adventure,Drama,History,War","Rated PG-13 for intense battle sequences, related images, and brief language",USA,"English,French,Portuguese",150000000,25105990(USA),93926386,138,Color,2.35:1
Big Fish (2003)            ,"8.0 based on 350,296 user ratings",2004-01-09,Tim Burton,"Ewan McGregor,Albert Finney,Billy Crudup",58,816 user,235 critic,991,"traveling-salesman,flashback,growing-up,multiple-narrators,dog-saved-from-a-fire","Adventure,Drama,Fantasy","Rated PG-13 for a fight scene, some images of nudity and a suggestive reference",USA,"English,Cantonese",70000000,207377(USA),66257002,125,Color,1.37:1
House of Sand and Fog (2003)            ,"7.6 based on 56,619 user ratings",2004-01-09,Vadim Perelman,"Jennifer Connelly,Ben Kingsley,Ron Eldard",71,469 user,158 critic,NA,"house,iranian,auction,home,marriage",Drama,"Rated R for some violence/disturbing images, language and a scene of sexuality",USA,"English,Persian",15000000,45572(USA),13005485,126,Color,1.85:1
Pirates of the Caribbean: The Curse of the Black Pearl (2003)            ,"8.1 based on 807,689 user ratings",2003-07-09,Gore Verbinski,"Johnny Depp,Geoffrey Rush,Orlando Bloom",63,"2,111 user",271 critic,343,"pirate,governor,curse,caribbean,undead","Action,Adventure,Fantasy",Rated PG-13 for action/adventure violence,USA,English,140000000,46630690(USA),305388685,143,Color,2.35:1
Elephant (2003)            ,"7.2 based on 70,753 user ratings",2003-11-14,Gus Van Sant,"Elias McConnell,Alex Frost,Eric Deulen",70,692 user,211 critic,4,"violence,student,school,high-school-student,high-school","Crime,Drama,Thriller","Rated R for disturbing violent content, language, brief sexuality and drug use - all involving teens",USA,"English,German",3000000,1229210(France),1227000,81,Color,1.33:1
A Decade Under the Influence (2003)            ,"7.6 based on 2,190 user ratings",2003-01-19,NA,NA,67,19 user,43 critic,NA,"filmmaker,1970s,director,cinema,interview",Documentary,"Rated R for language, and images of sexuality, violence and drug use",USA,English,NA,2320(USA),34514,138, Black and White,1.85:1
I Am David (2003)            ,"7.3 based on 6,109 user ratings",2004-12-03,Paul Feig,"Ben Tibber,Jim Caviezel,Joan Plowright",47,79 user,23 critic,NA,"mistrust,escape,denmark,letter,italy",Drama,Rated PG for thematic elements and violent content,USA,English,NA,160346(USA),284002,90,Color,1.85:1
Something's Gotta Give (2003)            ,"6.7 based on 90,962 user ratings",2003-12-12,Nancy Meyers,"Jack Nicholson,Diane Keaton,Keanu Reeves",66,402 user,145 critic,3,"heart-attack,doctor,dating,beach,weekend","Comedy,Drama,Romance","Rated PG-13 for sexual content, brief nudity and strong language",USA,"English,French",80000000,16064723(USA),124590960,128,Color,1.85:1
The I Inside (2004)            ,"6.1 based on 9,289 user ratings",2004-05-21,Roland Suso Richter,"Ryan Phillippe,Sarah Polley,Piper Perabo",NA,57 user,33 critic,NA,"2000s,year-2000,year-2002,hospital,man-in-a-wheelchair","Mystery,Sci-Fi,Thriller",Rated R for language and some violence,"UK,USA",English,8800000,17697(Chile),NA,NA,Color,2.35:1
Underworld (2003)            ,"7.0 based on 207,744 user ratings",2003-09-19,Len Wiseman,"Kate Beckinsale,Scott Speedman,Shane Brolly",42,806 user,225 critic,815,"vampire,blood,death,werewolf,hybrid","Action,Fantasy,Thriller",Rated R for strong violence/gore and some language,"UK,Germany,Hungary,USA",English,22000000,£1487839(UK),51483949,121,Color,2.35:1
Capturing the Friedmans (2003)            ,"7.8 based on 19,005 user ratings",2003-07-18,Andrew Jarecki,"Arnold Friedman,Jesse Friedman,David Friedman",90,150 user,131 critic,NA,"interview,computer,jewish,boy,child-pornography","Documentary,Biography",NA,USA,English,NA,65154(USA),3117985,107,Color,1.85:1
Dead End (2003)            ,"6.7 based on 19,637 user ratings",2003-09-26,NA,NA,NA,207 user,86 critic,NA,"forest,woods,night,christmas-eve,man-slaps-woman","Horror,Mystery,Thriller,Comedy","Rated R for violence, language, sexual content and some drug use",France,English,NA,£52130(UK),NA,85,Color,1.85:1
Cold Mountain (2003)            ,"7.2 based on 118,345 user ratings",2003-12-25,Anthony Minghella,"Jude Law,Nicole Kidman,Renée Zellweger",73,674 user,198 critic,1,"mountain,civil-war,soldier,well,wounded-soldier","Adventure,Drama,History,Romance,War",Rated R for violence and sexuality,"USA,UK,Romania,Italy",English,79000000,£380994(UK),95632614,154,Color,2.35:1
Uptown Girls (2003)            ,"6.1 based on 29,086 user ratings",2003-08-15,Boaz Yakin,"Brittany Murphy,Dakota Fanning,Heather Locklear",33,133 user,72 critic,NA,"girl,nanny,maturity,inheritance,birthday","Comedy,Drama,Romance",Rated PG-13 for sexual content and language,USA,English,20000000,11277367(USA),36922190,92,Color,1.85:1
The Brown Bunny (2003)            ,"5.0 based on 11,474 user ratings",2003-11-14,Vincent Gallo,"Vincent Gallo,Chloë Sevigny,Cheryl Tiegs",51,226 user,115 critic,3,"gang-rape,prostitute,female-frontal-nudity,boyfriend-girlfriend-relationship,erection",Drama,NA,"USA,Japan",English,10000000,50601(USA),365734,93,Color,1.66:1
Paycheck (2003)            ,"6.3 based on 89,736 user ratings",2003-12-25,John Woo,"Ben Affleck,Aaron Eckhart,Uma Thurman",43,347 user,196 critic,4,"babe-scientist,anti-hero,memory,engineer,money","Action,Mystery,Sci-Fi,Thriller",Rated PG-13 for intense action violence and brief language,"USA,Canada",English,60000000,13462374(USA),53789313,119,Color,2.35:1
Tears of the Sun (2003)            ,"6.6 based on 93,352 user ratings",2003-03-07,Antoine Fuqua,"Bruce Willis,Cole Hauser,Monica Bellucci",48,394 user,89 critic,2,"rebel,refugee,doctor,jungle,dictator","Action,Drama,Thriller,War","Rated R for strong war violence, some brutality and language",USA,English,70000000,17057213(USA),43426961,121,Color,2.35:1
Hulk (2003)            ,"5.7 based on 211,775 user ratings",2003-06-20,Ang Lee,"Eric Bana,Jennifer Connelly,Sam Elliott",54,"1,444 user",267 critic,1,"radiation,monster,hulk,scientist,general","Action,Sci-Fi","Rated PG-13 for sci-fi action violence, some disturbing images and brief partial nudity",USA,"English,Spanish",137000000,62128420(USA),132122995,138,Color,1.85:1
School of Rock (2003)            ,"7.1 based on 210,283 user ratings",2003-10-03,Richard Linklater,"Jack Black,Mike White,Joan Cusack",82,479 user,204 critic,1,"teacher,substitute-teacher,rock-band,battle-of-the-bands,school-teacher","Comedy,Music",Rated PG-13 for some rude humor and drug references,"USA,Germany",English,35000000,19622714(USA),81257845,108,Color,1.85:1
Shattered Glass (2003)            ,"7.2 based on 28,838 user ratings",2003-11-26,Billy Ray,"Hayden Christensen,Chloë Sevigny,Steve Zahn",73,190 user,129 critic,NA,"fabricated-facts,writer,journalist,stephen-glass,the-new-republic","Drama,History","Rated PG-13 for language, sexual references and brief drug use","USA,Canada",English,6000000,77540(USA),2207975,94,Color,2.35:1
The United States of Leland (2003)            ,"7.2 based on 19,907 user ratings",2005-03-25,Matthew Ryan Hoge,"Ryan Gosling,Don Cheadle,Kevin Spacey",37,104 user,64 critic,NA,"boy,book,writer,teacher,author",Drama,Rated R for language and some drug content,USA,English,NA,48384(USA),343816,108,Color,1.85:1
The Human Stain (2003)            ,"6.3 based on 25,493 user ratings",2003-10-31,Robert Benton,"Anthony Hopkins,Nicole Kidman,Ed Harris",57,217 user,122 critic,4,"college,new-england,classics-professor,janitor,writer","Drama,Romance,Thriller",Rated R for language and sexuality/nudity,"USA,Germany,France",English,30000000,839170(France),5381227,106,Color,2.35:1
Destino (2003)            ,"7.9 based on 2,852 user ratings",2003-08-05,NA,NA,NA,20 user,5 critic,NA,"shadow,love,bicycle,baseball,ant","Animation,Short",Rated PG for mild sensuality,"France,USA",English,1500000,NA,NA,7,Color,1.85:1
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara (2003)            ,"8.2 based on 19,284 user ratings",2004-03-05,Errol Morris,"Robert McNamara,John F. Kennedy,Fidel Castro",87,153 user,142 critic,NA,"secretary-of-defense,lesson,interview,bombing,vietnam","Documentary,Biography,History,War",Rated PG-13 for images and thematic issues of war and destruction,USA,English,NA,41449(USA),4193943,107,Color,1.85:1
Bad Boys II (2003)            ,"6.6 based on 177,754 user ratings",2003-07-18,Michael Bay,"Will Smith,Martin Lawrence,Gabrielle Union",38,510 user,93 critic,1,"drugs,money,cuba,undercover,dea","Action,Comedy,Crime,Thriller","Rated R for strong violence and action, pervasive language, sexuality and drug content",USA,"English,Spanish",130000000,46522560(USA),138396624,147,Color,2.35:1
How to Lose a Guy in 10 Days (2003)            ,"6.4 based on 156,318 user ratings",2003-02-07,Donald Petrie,"Kate Hudson,Matthew McConaughey,Adam Goldberg",45,357 user,140 critic,1,"magazine,advertising-executive,party,wager,diamond","Comedy,Romance",Rated PG-13 for some sex-related material,"USA,Germany",English,50000000,23774850(USA),105807520,116,Color,1.85:1
2 Fast 2 Furious (2003)            ,"5.9 based on 191,402 user ratings",2003-06-06,John Singleton,"Paul Walker,Tyrese Gibson,Cole Hauser",38,371 user,150 critic,1,"undercover-agent,street-racing,racing,bust,shotgun","Action,Crime,Thriller","Rated PG-13 for street racing, violence, language and some sensuality","USA,Germany","English,Spanish",76000000,50472480(USA),127083765,107,Color,2.35:1
Freaky Friday (2003)            ,"6.1 based on 96,455 user ratings",2003-08-06,Mark Waters,"Jamie Lee Curtis,Lindsay Lohan,Mark Harmon",70,271 user,129 critic,1,"body-swap,reference-to-the-rolling-stones,reference-to-keith-richards,camera-shot-of-feet,foot-closeup","Comedy,Family,Fantasy,Music,Romance",Rated PG for mild thematic elements and some language,USA,"English,Mandarin",26000000,22203007(USA),110222438,97,Color,1.85:1
Gods and Generals (2003)            ,"6.3 based on 13,203 user ratings",2003-02-21,Ron Maxwell,"Stephen Lang,Robert Duvall,Jeff Daniels",30,497 user,84 critic,NA,"hero,war-hero,prequel,stonewall-jackson,confederacy","Drama,History,War",Rated PG-13 for sustained battle sequences,USA,English,56000000,4675246(USA),12870569,219,Color,2.35:1
The League of Extraordinary Gentlemen (2003)            ,"5.8 based on 141,341 user ratings",2003-07-11,Stephen Norrington,"Sean Connery,Stuart Townsend,Peta Wilson",30,786 user,202 critic,1,"box-office-flop,steampunk,dorian-gray,captain-nemo,invisible-man","Action,Adventure,Fantasy,Sci-Fi","Rated PG-13 for intense sequences of fantasy violence, language and innuendo","USA,Germany,Czech Republic,UK","English,German,Italian",78000000,23075892(USA),66462600,110, Black and White,2.35:1
J.R.R. Tolkien: Origins of Middle-Earth (2003)            ,7.4 based on 54 user ratings,2003-11-18,Michael Pellerin,"Sean Astin,Philippa Boyens,Patrick Curry",NA,NA,NA,NA,NA,"Documentary,Short",NA,USA,English,NA,NA,NA,NA,Color,NA
Terminator 3: Rise of the Machines (2003)            ,"6.4 based on 304,705 user ratings",2003-07-02,Jonathan Mostow,"Arnold Schwarzenegger,Nick Stahl,Kristanna Loken",66,"1,677 user",280 critic,1,"exploding-truck,future,skynet,machine,drifter","Action,Adventure,Sci-Fi","Rated R for strong sci-fi violence and action, and for language and brief nudity","USA,Germany,UK",English,200000000,44041440(USA),150350192,109,Color,2.35:1
Thirteen (2003)            ,"6.8 based on 68,129 user ratings",2003-09-19,Catherine Hardwicke,"Evan Rachel Wood,Holly Hunter,Nikki Reed",70,545 user,126 critic,1,"friend,13-year-olds,teacher,adolescence,peer-pressure",Drama,"Rated R for drug use, self destructive violence, language and sexuality - all involving young teens",USA,"English,Spanish,Portuguese",1500000,116260(USA),4599680,100,Color,1.85:1
Intolerable Cruelty (2003)            ,"6.3 based on 76,450 user ratings",2003-10-10,"Joel Coen,Ethan Coen","George Clooney,Catherine Zeta-Jones,Billy Bob Thornton",71,322 user,161 critic,4,"screwball-comedy,divorce,attorney,marriage,real-estate","Comedy,Crime,Romance","Rated PG-13 for sexual content, language and brief violence",USA,"English,French",60000000,12525075(USA),35096190,100,Color,1.85:1
Mona Lisa Smile (2003)            ,"6.4 based on 61,383 user ratings",2003-12-19,Mike Newell,"Julia Roberts,Kirsten Dunst,Julia Stiles",45,264 user,141 critic,3,"student,art,college,wellesley-college,school",Drama,Rated PG-13 for sexual content and thematic issues,USA,"English,Italian",65000000,11528498(USA),63695760,117,Color,1.85:1
The Company (2003)            ,"6.4 based on 5,581 user ratings",2004-05-20,Robert Altman,"Neve Campbell,James Franco,Malcolm McDowell",73,124 user,113 critic,NA,"snapped-achilles-trendon,female-nudity,nudity,chicago-illinois,dancer","Drama,Music,Romance","Rated PG-13 on appeal for brief strong language, some nudity and sexual content","Germany,USA",English,15000000,93776(USA),2281585,112,Color,2.35:1
Anything Else (2003)            ,"6.4 based on 25,120 user ratings",2003-09-19,Woody Allen,"Woody Allen,Jason Biggs,Christina Ricci",43,155 user,128 critic,NA,"writer,love-at-first-sight,teacher,sex,new-york-city","Comedy,Romance",Rated R for a scene of drug use and some sexual references,"USA,France,UK",English,18000000,1673125(USA),3203044,108,Color,2.35:1
Open Range (2003)            ,"7.5 based on 54,009 user ratings",2003-08-15,Kevin Costner,"Kevin Costner,Robert Duvall,Diego Luna",67,494 user,153 critic,2,"boss,cattle,rancher,violence,cowboy","Drama,Romance,Western",Rated R for violence,USA,English,22000000,14047781(USA),58328680,139,Color,2.35:1
Radio (2003)            ,"6.9 based on 32,320 user ratings",2003-10-24,Michael Tollin,"Cuba Gooding Jr.,Ed Harris,Debra Winger",38,196 user,74 critic,NA,"radio,coach,high-school,football,football-coach","Biography,Drama,Sport",Rated PG for mild language and thematic elements,USA,English,35000000,13303724(USA),52277485,109,Color,1.85:1
The Recruit (2003)            ,"6.6 based on 113,087 user ratings",2003-01-31,Roger Donaldson,"Al Pacino,Colin Farrell,Bridget Moynahan",56,284 user,157 critic,4,"cia,recruit,mole,training,mentor","Action,Crime,Drama,Romance,Thriller","Rated PG-13 for violence, sexuality and language",USA,"English,Persian,Russian",NA,16302063(USA),52784696,115,Color,2.35:1
The Core (2003)            ,"5.4 based on 76,923 user ratings",2003-03-28,Jon Amiel,"Aaron Eckhart,Hilary Swank,Delroy Lindo",48,466 user,149 critic,3,"natural-disaster,earth,core,scientist,pacemaker","Action,Adventure,Sci-Fi,Thriller",Rated PG-13 for sci-fi life/death situations and brief strong language,"USA,Germany,Canada,UK",English,60000000,£583238(UK),31111260,135,Color,2.35:1
What a Girl Wants (2003)            ,"5.8 based on 48,013 user ratings",2003-04-04,Dennie Gordon,"Amanda Bynes,Colin Firth,Kelly Preston",41,194 user,66 critic,3,"father,american,england,daughter,politician","Comedy,Drama,Family,Romance",Rated PG for mild language,USA,English,20000000,11434964(USA),35990505,105,Color,2.35:1
The Sleeping Dictionary (2003)            ,"6.6 based on 6,963 user ratings",2003-01-31,Guy Jenkin,"Jessica Alba,Brenda Blethyn,Hugh Dancy",NA,54 user,8 critic,NA,"love,borneo,colony,vomiting,three-word-title","Drama,Romance",Rated R for some sexuality and language,"USA,Malaysia,Germany",English,12000000,NA,NA,109,Color,1.85:1
Lara Croft Tomb Raider: The Cradle of Life (2003)            ,"5.5 based on 102,571 user ratings",2003-07-25,Jan de Bont,"Angelina Jolie Pitt,Gerard Butler,Chris Barrie",43,316 user,157 critic,3,"orb,pandora%27s-box,female-lead,duology,american-actress-playing-british-character","Action,Adventure,Fantasy",Rated PG-13 for action violence and some sensuality,"USA,Germany,Japan,UK","English,Mandarin",95000000,21783641(USA),65653758,117,Color,2.35:1
The Room (2003)            ,"3.5 based on 30,399 user ratings",2004-03-03,Tommy Wiseau,"Tommy Wiseau,Juliette Danielle,Greg Sestero",NA,316 user,70 critic,NA,"best-friend,cheating,betrayal,laughing,bedroom",Drama,"Rated R for sexuality, language and brief violence",USA,English,6000000,NA,NA,99,Color,1.85:1
Anger Management (2003)            ,"6.2 based on 170,799 user ratings",2003-04-11,Peter Segal,"Jack Nicholson,Adam Sandler,Marisa Tomei",52,478 user,128 critic,2,"obscene-finger-gesture,electric-shock,multiple-cameos,psychologist,misunderstanding",Comedy,Rated PG-13 on appeal for crude sexual content and language,USA,English,75000000,42220847(USA),133756285,106,Color,2.35:1
Brother Bear (2003)            ,"6.8 based on 70,177 user ratings",2003-11-01,"Aaron Blaise,Robert Walker","Joaquin Phoenix,Jeremy Suarez,Rick Moranis",48,159 user,113 critic,3,"bear,spirit,revenge,fight,ice-age","Animation,Adventure,Family,Fantasy",NA,USA,"English,Inuktitut,Croatian,Serbian",128000000,291940(USA),85329248,85,Color,1.66:1
American Splendor (2003)            ,"7.5 based on 41,960 user ratings",2003-09-12,"Shari Springer Berman,Robert Pulcini","Paul Giamatti,Shari Springer Berman,Harvey Pekar",90,226 user,180 critic,NA,"comic-book,robert-crumb,1980s,dark-horse-comics,reference-to-david-letterman","Biography,Comedy,Drama",Rated R for language,USA,English,NA,159705(USA),6003587,101,Color,1.85:1
Under the Tuscan Sun (2003)            ,"6.7 based on 35,666 user ratings",2003-09-26,Audrey Wells,"Diane Lane,Raoul Bova,Sandra Oh",52,317 user,111 critic,2,"villa,writer,book,vacation,author","Comedy,Drama,Romance",Rated PG-13 for sexual content and language,"USA,Italy","English,Italian,Polish,French,Spanish,German",18000000,9751425(USA),43601508,113,Color,1.85:1
Pieces of April (2003)            ,"7.1 based on 18,027 user ratings",2003-11-28,Peter Hedges,"Katie Holmes,Oliver Platt,Patricia Clarkson",70,177 user,131 critic,NA,"thanksgiving-dinner,thanksgiving,apartment,stove,oven","Comedy,Drama","Rated PG-13 for language, sensuality, drug content and images of nudity",USA,"English,Mandarin",300000,48422(USA),2360184,80,Color,1.85:1
Beyond Borders (2003)            ,"6.5 based on 22,551 user ratings",2003-10-24,Martin Campbell,"Clive Owen,Angelina Jolie Pitt,Linus Roache",32,156 user,54 critic,4,"american,border,africa,doctor,well","Adventure,Drama,Romance,War",Rated R for language and war-related violence,"USA,Germany","English,Amharic,Khmer,German,Chechen",35000000,2076402(USA),4426297,127,Color,2.35:1
Final Flight of the Osiris (2003)            ,"7.6 based on 5,517 user ratings",2003-03-21,NA,NA,NA,36 user,11 critic,NA,"martial-arts,chase,post-apocalypse,battle,samurai-sword","Action,Animation,Sci-Fi,Short","Rated PG-13 for sci-fi violence, sensuality and language",USA,English,5000000,NA,NA,9,Color,NA
All the Real Girls (2003)            ,"6.9 based on 9,226 user ratings",2003-08-01,David Gordon Green,"Zooey Deschanel,Paul Schneider,Patricia Clarkson",71,126 user,88 critic,NA,"love,best-friend,small-town,womanizer,lake","Drama,Romance",Rated R for language and some sexuality,USA,English,2500000,46791(USA),548712,108,Color,2.35:1
Cheaper by the Dozen (2003)            ,"5.8 based on 74,970 user ratings",2003-12-25,Shawn Levy,"Steve Martin,Bonnie Hunt,Hilary Duff",46,288 user,104 critic,1,"new-job,illinois,house,vomiting,9-year-old","Comedy,Family",Rated PG for language and some thematic elements,USA,English,40000000,27557647(USA),138614544,98,Color,1.85:1
A Certain Kind of Death (2003)            ,7.5 based on 632 user ratings,2003-01-20,NA,NA,NA,14 user,17 critic,NA,NA,Documentary,NA,USA,NA,NA,NA,NA,69,Color,NA
