name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
P.S. I Love You (2007)            ,"7.1 based on 167,707 user ratings",2007-12-21,Richard LaGravenese,"Hilary Swank,Gerard Butler,Harry Connick Jr.",39,243 user,131 critic,1,"letter,friendship,birthday,widow,hairy-chest","Drama,Romance",Rated PG-13 for sexual references and brief nudity,USA,English,30000000,£224096(UK),53680848,126,Color,1.85:1
Shelter (2007)            ,"7.9 based on 15,771 user ratings",2009-04-16,NA,NA,66,76 user,30 critic,NA,"surfing,best-friend,irresponsible-parent,rough-housing,class-differences","Drama,Romance,Sport","Rated R for language, some sexual content and brief drug use",USA,English,NA,3464(USA),142666,97,Color,1.85:1
Lars and the Real Girl (2007)            ,"7.4 based on 114,615 user ratings",2007-11-02,Craig Gillespie,"Ryan Gosling,Emily Mortimer,Paul Schneider",70,299 user,226 critic,3,"introvert,internet,sex-doll,psychologist,in-love-with-an-inanimate-object","Comedy,Drama,Romance",Rated PG-13 for some sex-related content,"USA,Canada","English,Spanish",12000000,90418(USA),5949693,106,Color,1.85:1
Bridge to Terabithia (2007)            ,"7.2 based on 110,190 user ratings",2007-02-16,Gabor Csupo,"Josh Hutcherson,AnnaSophia Robb,Zooey Deschanel",74,522 user,181 critic,1,"reality,imagination,bully,friend,troll","Adventure,Drama,Family,Fantasy","Rated PG for thematic elements including bullying, some peril and mild language","USA,New Zealand",English,17000000,28536717(USA),82234139,96,Color,1.85:1
The Mist (2007)            ,"7.2 based on 220,045 user ratings",2007-11-21,Frank Darabont,"Thomas Jane,Marcia Gay Harden,Laurie Holden",58,"1,065 user",330 critic,997,"survival-horror,fog,giant-insect,desperation,survival",Horror,"Rated R for violence, terror and gore, and language",USA,English,18000000,8931973(USA),25592632,126,Color,1.85:1
Gone Baby Gone (2007)            ,"7.7 based on 192,725 user ratings",2007-10-19,Ben Affleck,"Morgan Freeman,Ed Harris,Casey Affleck",72,462 user,252 critic,952,"neighborhood,investigation,private-detective,moral-dilemma,single-mother","Crime,Drama,Mystery,Thriller","Rated R for violence, drug content and pervasive language",USA,English,19000000,5501406(USA),20300218,114,Color,1.85:1
Shooter (2007)            ,"7.2 based on 255,766 user ratings",2007-03-23,Antoine Fuqua,"Mark Wahlberg,Michael Peña,Rhona Mitra",53,337 user,198 critic,727,"on-the-run,ethiopia,colonel,marksman,rangefinder","Action,Crime,Drama,Mystery,Thriller",Rated R for strong graphic violence and some language,USA,English,61000000,14523571(USA),46975183,124,Color,2.35:1
The Pixar Story (2007)            ,"7.9 based on 4,107 user ratings",2007-08-28,NA,NA,NA,13 user,17 critic,NA,"behind-the-scenes,animation-filmmaking,animation-history",Documentary,NA,USA,English,NA,NA,NA,NA,Color,1.85:1
Deja Vu (2006)            ,"7.0 based on 241,870 user ratings",2006-11-22,Tony Scott,"Denzel Washington,Paula Patton,Jim Caviezel",59,405 user,202 critic,1,"atf,surveillance,atf-agent,explosion,investigation","Action,Sci-Fi,Thriller","Rated PG-13 for intense sequences of violence and terror, disturbing images and some sensuality","USA,UK",English,75000000,20574802(USA),64034835,126,Color,2.35:1
Transformers (2007)            ,"7.1 based on 512,468 user ratings",2007-07-03,Michael Bay,"Shia LaBeouf,Megan Fox,Josh Duhamel",61,"1,782 user",396 critic,486,"teenage-hero,alien-contact,robot-vs.-robot,autobot,decepticon","Action,Adventure,Sci-Fi","Rated PG-13 for intense sequences of sci-fi action violence, brief sexual humor, and language",USA,"English,Spanish",150000000,70502384(USA),318759914,144,Color,2.35:1
3:10 to Yuma (2007)            ,"7.8 based on 237,563 user ratings",2007-09-07,James Mangold,"Russell Crowe,Christian Bale,Ben Foster",76,560 user,295 critic,1,"outlaw,rancher,train,stagecoach,small-western-town","Adventure,Crime,Drama,Western",Rated R for violence and some language,USA,"English,Chinese",55000000,14035033(USA),53574088,122,Color,2.35:1
Reign Over Me (2007)            ,"7.5 based on 83,718 user ratings",2007-03-23,Mike Binder,"Adam Sandler,Don Cheadle,Jada Pinkett Smith",61,231 user,154 critic,3,"grief,mental-breakdown,depression,post-september-11-2001,college",Drama,Rated R for language and some sexual references,USA,English,20000000,7460690(USA),19661987,124,Color,2.35:1
Death Proof (2007)            ,"7.1 based on 209,072 user ratings",2007-05-31,Quentin Tarantino,"Kurt Russell,Zoë Bell,Rosario Dawson",NA,588 user,213 critic,NA,"slasher,stuntman,woman-fights-man,serial-killer,lap-dance",Thriller,NA,USA,English,NA,£407525(UK),NA,114,Color,2.35:1
Music and Lyrics (2007)            ,"6.5 based on 81,222 user ratings",2007-02-14,Marc Lawrence,"Hugh Grant,Drew Barrymore,Scott Porter",59,291 user,175 critic,3,"song,lyricist,singer,singing,love","Comedy,Music,Romance",Rated PG-13 for some sexual content,USA,English,NA,£1929058(UK),50562555,95,Color,1.85:1
Encounters at the End of the World (2007)            ,"7.8 based on 13,642 user ratings",2008-07-18,Werner Herzog,"Werner Herzog,Scott Rowland,Stefan Pashov",80,65 user,153 critic,NA,"penguin,antarctica,mcmurdo-station,volcanologist,survival",Documentary,NA,USA,"English,Spanish",NA,17730(USA),943934,99,Color,1.85:1
Stardust (2007)            ,"7.7 based on 211,816 user ratings",2007-08-10,Matthew Vaughn,"Charlie Cox,Claire Danes,Sienna Miller",66,492 user,228 critic,612,"one-word-title,village,magic,king,pirate","Adventure,Family,Fantasy,Romance",Rated PG-13 for some fantasy violence and risque humor,"UK,USA,Iceland",English,70000000,9169779(USA),38345403,127,Color,2.35:1
Zeitgeist (2007)            ,"8.2 based on 41,944 user ratings",2007-06-01,NA,NA,NA,162 user,10 critic,NA,"religion,christian,mythology,911,pagan","Documentary,History",NA,USA,English,20000,NA,NA,118,Color,4:3
Shoot 'Em Up (2007)            ,"6.7 based on 129,786 user ratings",2007-09-07,Michael Davis,"Clive Owen,Monica Bellucci,Paul Giamatti",49,429 user,207 critic,4,"gun,baby,night,shootout,hero","Action,Comedy,Crime,Thriller","Rated R for pervasive strong bloody violence, sexuality and some language",USA,"English,Italian",39000000,5716554(USA),12796824,86,Color,2.35:1
Mr. Brooks (2007)            ,"7.4 based on 122,910 user ratings",2007-06-01,NA,NA,45,342 user,215 critic,1,"murder,divorce,aa-meeting,addiction,detective","Crime,Drama,Thriller","Rated R for strong bloody violence, some graphic sexual content, nudity and language",USA,English,20000000,10017067(USA),28476219,120,Color,1.85:1
Lifted (2006)            ,"8.0 based on 12,785 user ratings",2007-06-29,NA,NA,NA,88 user,13 critic,NA,"alien,bedroom,sleeping-man,farmhouse,alien-abduction","Animation,Short,Family,Sci-Fi",NA,USA,None,NA,NA,NA,5,Color,1.85:1
Planet Terror (2007)            ,"7.2 based on 167,744 user ratings",2007-06-21,Robert Rodriguez,"Rose McGowan,Freddy Rodríguez,Josh Brolin",NA,251 user,162 critic,NA,"texas,stripper,sheriff,military-base,doctor","Action,Comedy,Horror,Thriller",NA,USA,English,NA,£80894(UK),NA,105,Color,1.85:1
The Assassination of Jesse James by the Coward Robert Ford (2007)            ,"7.5 based on 135,890 user ratings",2007-10-19,Andrew Dominik,"Brad Pitt,Casey Affleck,Sam Shepard",68,415 user,273 critic,2,"long-title,outlaw,train-robbery,train,robbery","Biography,Crime,Drama,History,Western",Rated R for some strong violence and brief sexual references,"USA,Canada,UK","English,Danish",30000000,147812(USA),3904982,160,Color,2.35:1
1408 (2007)            ,"6.8 based on 209,147 user ratings",2007-06-22,Mikael Håfström,"John Cusack,Samuel L. Jackson,Mary McCormack",64,580 user,313 critic,2,"paranormal-phenomena,hotel,book,debunking,evil","Fantasy,Horror","Rated PG-13 for thematic material including disturbing sequences of violence and terror, frightening images and language",USA,English,25000000,20617667(USA),71975611,104,Color,2.35:1
A West Texas Children's Story (2007)            ,"7.5 based on 1,232 user ratings",2008-06-06,NA,NA,NA,13 user,5 critic,NA,"1960s,alcoholic-father,abusive-father,sexual-abuse,child-abuse","Drama,Romance",NA,USA,English,5000000,NA,NA,86,Color,NA
Across the Universe (2007)            ,"7.4 based on 91,768 user ratings",2007-10-12,Julie Taymor,"Evan Rachel Wood,Jim Sturgess,Joe Anderson",56,524 user,156 critic,2,"love,song,protest,anti-war,liverpool","Drama,Fantasy,Musical,Romance","Rated PG-13 for some drug content, nudity, sexuality, violence and language","USA,UK",English,45000000,667784(USA),24343673,133,Color,2.35:1
Pirates of the Caribbean: At World's End (2007)            ,"7.1 based on 470,322 user ratings",2007-05-25,Gore Verbinski,"Johnny Depp,Orlando Bloom,Keira Knightley",50,"1,238 user",302 critic,489,"pirate,goddess,singapore,marriage-ceremony,marriage-proposal","Action,Adventure,Fantasy",Rated PG-13 for intense sequences of action/adventure violence and some frightening images,USA,English,300000000,£13412294(UK),309404152,169,Color,2.35:1
Ocean's Thirteen (2007)            ,"6.9 based on 256,479 user ratings",2007-06-08,Steven Soderbergh,"George Clooney,Brad Pitt,Matt Damon",62,289 user,238 critic,818,"heist,revenge,casino,manmade-earthquake,tunnel-boring-machine","Crime,Thriller",Rated PG-13 for brief sensuality,USA,"English,French,Spanish",85000000,£3021302(UK),117144465,122,Color,2.35:1
Letters from Iwo Jima (2006)            ,"7.9 based on 132,016 user ratings",2007-02-02,NA,NA,89,316 user,251 critic,3,"blood-splatter,world-war-two,japan,island,general","Drama,History,War",Rated R for graphic war violence,USA,"Japanese,English",19000000,122548(USA),13753931,141,Color,2.35:1
The 11th Hour (2007)            ,"7.3 based on 4,960 user ratings",2007-10-10,"Leila Conners,Nadia Conners","Leonardo DiCaprio,Kenny Ausubel,Thom Hartmann",63,48 user,83 critic,NA,"planet,environment,toxic-chemicals,overfishing,asthma",Documentary,NA,USA,English,NA,60853(USA),703464,NA,Color,1.85:1
Frayed (2007)            ,"5.7 based on 1,084 user ratings",2009-08-25,"Norbert Caoili,Rob Portmann","Tony Doupe,Aaron Blakely,Alena Dashiell",NA,30 user,25 critic,NA,"psychiatric-hospital,escape,psychopath,security-guard,murder","Horror,Thriller","Rated R for strong brutal violence, language and brief sexuality",USA,English,NA,NA,NA,NA,Color,1.85:1
World Builder (2007)            ,7.3 based on 343 user ratings,2007-02-28,Bruce Branit,"Erin McGrane,Brian Paulette",NA,NA,1 critic,NA,NA,"Short,Romance,Sci-Fi",NA,USA,None,2500,NA,NA,NA,Color,1.78:1
Eastern Promises (2007)            ,"7.7 based on 189,027 user ratings",2007-09-21,David Cronenberg,"Naomi Watts,Viggo Mortensen,Armin Mueller-Stahl",82,398 user,356 critic,1,"russian,sex-scene,male-pubic-hair,pubic-hair,turkish-bath","Crime,Mystery,Thriller","Rated R for strong brutal and bloody violence, some graphic sexuality, language and nudity","USA,UK,Canada","English,Russian,Turkish,Ukrainian,Urdu",£25000000,547092(USA),17114882,100,Color,1.85:1
Hitman (2007)            ,"6.3 based on 140,621 user ratings",2007-11-21,Xavier Gens,"Timothy Olyphant,Dougray Scott,Olga Kurylenko",35,375 user,193 critic,1,"hitman,topless-female-nudity,woman-on-top,see-through-dress,impersonation","Action,Crime,Drama,Thriller","Rated R for strong bloody violence, language and some sexuality/nudity","France,USA","English,Russian,Serbo-Croatian",24000000,13180769(USA),39687528,100,Color,2.35:1
The Pixar Shorts: A Short History (2007)            ,7.5 based on 740 user ratings,2007-11-06,"Tony Kaplan,Erica Milsom","Jim Blinn,Eben Ostby,Craig Good",NA,NA,2 critic,NA,"shorts,computer-animation,technology,behind-the-scenes,animation-filmmaking","Documentary,Short",NA,USA,English,NA,NA,NA,23,Color,1.78:1
Awake (2007)            ,"6.5 based on 63,119 user ratings",2007-11-30,Joby Harold,"Hayden Christensen,Jessica Alba,Terrence Howard",33,194 user,133 critic,2,"surgery,anesthetic,heart,anesthetic-awareness,heart-surgery","Crime,Mystery,Thriller","Rated R for language, an intense disturbing situation, and brief drug use",USA,"English,Japanese",8600000,5856872(USA),14373825,84,Color,2.35:1
Youth Without Youth (2007)            ,"6.3 based on 11,383 user ratings",2007-10-26,Francis Ford Coppola,"Tim Roth,Alexandra Maria Lara,Bruno Ganz",43,87 user,134 critic,NA,"dream,surrealism,romania,professor,lightning","Drama,Fantasy,Mystery,Romance","Rated R for some sexuality, nudity and a brief disturbing image","USA,Romania,France,Italy,Germany","English,Sanskrit,German,French,Italian,Russian,Romanian,Mandarin,Latin,Armenian",5000000,28550(USA),239495,124,Color,2.35:1
For the Bible Tells Me So (2007)            ,"7.9 based on 4,018 user ratings",2007-10-05,Daniel G. Karslake,"Imogene Robinson,Victor Robinson,Gene Robinson",73,48 user,41 critic,NA,"gay,theologian,protestant,homophobia,christian",Documentary,NA,USA,English,NA,9438(USA),309123,95,Color,NA
Fracture (2007)            ,"7.2 based on 138,823 user ratings",2007-04-20,Gregory Hoblit,"Anthony Hopkins,Ryan Gosling,David Strathairn",68,292 user,197 critic,1,"police,murder-weapon,court,engineer,trial","Crime,Drama,Mystery,Thriller",Rated R for language and some violent content,"USA,Germany",English,NA,£851289(UK),39004700,113,Color,2.35:1
Perfect Stranger (2007)            ,"5.7 based on 37,708 user ratings",2007-04-13,James Foley,"Halle Berry,Bruce Willis,Giovanni Ribisi",31,169 user,160 critic,NA,"friend,childhood-friend,reporter,gay,secret","Crime,Mystery,Thriller","Rated R for sexual content, nudity, some disturbing violent images and language",USA,English,60795000,£277047(UK),23705592,109,Color,2.35:1
Joshua (2007)            ,"5.9 based on 10,153 user ratings",2007-07-13,George Ratliff,"Sam Rockwell,Vera Farmiga,Jacob Kogan",69,86 user,126 critic,4,"baby,newborn,stockbroker,museum,boy","Drama,Horror,Thriller",Rated R for language and some disturbing behavior by a child,USA,English,NA,51233(USA),478492,106,Color,1.85:1
The Jane Austen Book Club (2007)            ,"6.8 based on 21,588 user ratings",2007-10-05,Robin Swicord,"Kathy Baker,Hugh Dancy,Amy Brenneman",61,59 user,111 critic,NA,"club,love,teacher,marriage,reading","Comedy,Drama,Romance","Rated PG-13 for mature thematic material, sexual content, brief strong language and some drug use",USA,English,NA,192719(USA),3573870,106,Color,1.85:1
The Visitor (2007)            ,"7.7 based on 37,286 user ratings",2008-05-23,Tom McCarthy,"Richard Jenkins,Haaz Sleiman,Danai Gurira",79,167 user,231 critic,NA,"apartment,immigrant,professor,illegal-immigrant,subway",Drama,Rated PG-13 for brief strong language,USA,"English,French,Arabic,Romanian",NA,86488(USA),9422422,104,Color,1.85:1
No Reservations (2007)            ,"6.3 based on 58,994 user ratings",2007-07-27,Scott Hicks,"Catherine Zeta-Jones,Aaron Eckhart,Abigail Breslin",50,128 user,171 critic,4,"restaurant,chef,kitchen,guardian,cooking","Comedy,Drama,Romance",Rated PG for some sensuality and language,USA,English,28000000,11704357(USA),43097652,104,Color,2.35:1
Hounddog (2007)            ,"6.3 based on 5,142 user ratings",2007-01-22,Deborah Kampmeier,"Dakota Fanning,David Morse,Piper Laurie",31,60 user,40 critic,NA,"grandmother-granddaughter-relationship,father-daughter-relationship,child-smoking-cigarette,1950s,child-rape","Drama,Music","Rated R for a disturbing sexual assault of a young girl, and brief sexuality",USA,English,3750000,13744(USA),128092,NA,Color,1.85:1
Next (2007)            ,"6.2 based on 124,862 user ratings",2007-04-27,Lee Tamahori,"Nicolas Cage,Julianne Moore,Jessica Biel",42,310 user,188 critic,3,"magician,fbi,fbi-agent,final-showdown,female-gunfighter","Action,Sci-Fi,Thriller","Rated PG-13 for intense sequences of violent action, and some language",USA,"English,French,German,Serbian",70000000,£795012(UK),17993461,96,Color,2.35:1
The Savages (2007)            ,"7.2 based on 32,166 user ratings",2008-02-01,Tamara Jenkins,"Laura Linney,Philip Seymour Hoffman,Philip Bosco",85,127 user,201 critic,NA,"dementia,writing,sun-city-arizona,arizona,married-man","Comedy,Drama",Rated R for some sexuality and language,USA,"English,German,Cantonese",NA,151859(USA),6610326,114,Color,1.85:1
Hannibal Rising (2007)            ,"6.2 based on 86,247 user ratings",2007-02-09,Peter Webber,"Gaspard Ulliel,Rhys Ifans,Li Gong",35,392 user,208 critic,3,"aunt,revenge,faked-death,medical-student,cannibalism","Crime,Drama,Thriller",Rated R for strong grisly violent content and some language/sexual references,"UK,Czech Republic,France,Italy","English,German,Russian",50000000,£1044033(UK),27667947,121,Color,2.35:1
Futurama: Bender's Big Score (2007)            ,"7.7 based on 29,011 user ratings",2007-11-27,Dwayne Carey-Hill,"Billy West,Katey Sagal,John DiMaggio",NA,78 user,36 critic,NA,"paradox,time-travel,31st-century,30th-century,hostile-takeover","Animation,Comedy,Romance,Sci-Fi",NA,USA,English,NA,NA,NA,88,Color,1.78:1
Sunshine (2007)            ,"7.3 based on 189,820 user ratings",2007-07-27,Danny Boyle,"Cillian Murphy,Rose Byrne,Chris Evans",64,801 user,308 critic,1,"sun,icarus,earth,astronaut,future","Adventure,Sci-Fi,Thriller",Rated R for violent content and language,"UK,USA",English,£26000000,£1021063(UK),3675072,107,Color,2.35:1
The Cake Eaters (2007)            ,"6.4 based on 5,880 user ratings",2009-03-13,NA,NA,60,29 user,27 critic,NA,"fuzzy-dice,underage-sex,therapy,scooter,prodigal-son","Comedy,Drama,Romance",Rated R for some language and sexual material involving a teen,USA,English,NA,NA,NA,86,Color,NA
In Search of a Midnight Kiss (2007)            ,"7.3 based on 7,197 user ratings",2008-08-01,Alex Holdridge,"Scoot McNairy,Sara Simmonds,Brian McGuire",64,46 user,86 critic,NA,"midnight,new-year%27s-eve,bed,kiss,time-in-title","Comedy,Romance",NA,USA,English,25000,£52836(UK),172177,NA, Black and White,1.85:1
Flatland (2007)            ,7.1 based on 831 user ratings,2007-01-14,NA,NA,NA,21 user,5 critic,NA,"flatland,cult,science-fiction-literature,cgi,cgi-film","Animation,Fantasy,Sci-Fi",NA,USA,English,1000000,NA,NA,NA,Color,2.35:1
In the Valley of Elah (2007)            ,"7.2 based on 60,068 user ratings",2007-09-28,Paul Haggis,"Tommy Lee Jones,Charlize Theron,Jonathan Tucker",65,224 user,232 critic,1,"murder-investigation,iraq,military,police,detective","Crime,Drama,Mystery,Thriller","Rated R for violent and disturbing content, language and some sexuality/nudity",USA,English,NA,133557(USA),6777589,121,Color,2.35:1
Kabluey (2007)            ,"6.7 based on 4,005 user ratings",2007-06-25,Scott Prendergast,"Scott Prendergast,Lisa Kudrow,Teri Garr",62,33 user,28 critic,NA,"blue,mascot,corporate,suburb,child",Comedy,"Rated PG-13 for some sexual material including a crude reference, and brief strong language",USA,English,NA,7373(USA),83398,NA,Color,NA
Validation (2007)            ,"8.3 based on 3,469 user ratings",2007-03-01,NA,NA,NA,12 user,2 critic,NA,"parking-attendant,compliment,photographer,love,walking-the-dog","Short,Comedy,Romance",NA,USA,English,NA,NA,NA,NA, Black and White,1.33:1
Hairspray (2007)            ,"6.7 based on 98,542 user ratings",2007-07-20,NA,NA,81,401 user,219 critic,553,"friend,dance,best-friend,audition,tv-dance-show","Comedy,Drama,Family,Music,Musical,Romance","Rated PG for language, some suggestive content and momentary teen smoking","USA,UK",English,75000000,£2045912(UK),118823091,117,Color,2.35:1
Funny Games (2007)            ,"6.5 based on 69,443 user ratings",2008-04-04,Michael Haneke,"Naomi Watts,Tim Roth,Michael Pitt",44,436 user,250 critic,1,"looking-at-the-camera,breaking-the-fourth-wall,violence,serial-killer,remake","Crime,Drama,Horror,Thriller","Rated R for terror, violence and some language","USA,France,UK,Austria,Germany,Italy",English,15000000,510958(USA),1294640,111,Color,1.85:1
