name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
Bandits (2001)            ,"6.6 based on 56,982 user ratings",2001-10-12,NA,NA,60,261 user,132 critic,NA,"bank-manager,television,prison,hypochondriac,love-triangle","Comedy,Crime,Drama,Romance","Rated PG-13 for some sexual content, language and violence",USA,English,80000000,13050700(USA),41523271,123,Color,2.35:1
Moulin Rouge! (2001)            ,"7.6 based on 223,743 user ratings",2001-06-01,Baz Luhrmann,"Nicole Kidman,Ewan McGregor,John Leguizamo",66,"2,319 user",209 critic,1,"jealousy,death-of-main-character,two-suitors,eiffel-tower-paris,tragedy","Drama,Musical,Romance",Rated PG-13 for sexual content,"USA,Australia","English,French,Spanish",52500000,167540(USA),57386369,127, Black and White,2.35:1
The Fast and the Furious (2001)            ,"6.7 based on 271,624 user ratings",2001-06-22,Rob Cohen,"Vin Diesel,Paul Walker,Michelle Rodriguez",58,988 user,187 critic,642,"truck,trucker,eighteen-wheeler,illegal-street-racing,undercover-cop","Action,Crime,Thriller","Rated PG-13 for violence, sexual content and language","USA,Germany",English,38000000,40089015(USA),144512310,106,Color,2.35:1
The Believer (2001)            ,"7.2 based on 30,268 user ratings",2001-08-23,Henry Bean,"Ryan Gosling,Summer Phoenix,Peter Meadows",75,159 user,84 critic,NA,"skinhead,jew,jewish-nazi,nazism,racism",Drama,"Rated R for strong violence, language and some sexual content",USA,"English,Hebrew",1500000,26236(USA),406035,98, Black and White,1.66:1
Stanley Kubrick: A Life in Pictures (2001)            ,"8.0 based on 8,375 user ratings",2001-05-02,NA,NA,NA,35 user,20 critic,NA,"stanley-kubrick,memory,narration,artist,photography","Documentary,Biography",NA,USA,English,NA,NA,NA,142, Black and White,1.37:1
Mutant Aliens (2001)            ,6.9 based on 857 user ratings,2002-01-09,NA,NA,39,6 user,18 critic,NA,"surrealism,low-budget-film,independent-film","Animation,Comedy,Sci-Fi","Rated R for strong violent and sexual images, and for language",USA,English,200000,NA,NA,81,Color,1.66:1
Monster's Ball (2001)            ,"7.1 based on 71,425 user ratings",2002-03-01,Marc Forster,"Billy Bob Thornton,Halle Berry,Taylor Simpson",69,522 user,153 critic,3,"female-nudity,cunnilingus,rear-entry-sex,interracial-sex,female-frontal-nudity","Drama,Romance","Rated R for strong sexual content, language and violence",USA,English,4000000,133208(USA),31252964,111,Color,2.35:1
Tape (2001)            ,"7.3 based on 15,733 user ratings",2002-07-12,NA,NA,71,106 user,73 critic,NA,"high-school,motel,filmmaker,single-set-production,film-festival",Drama,Rated R for language and drug content,USA,English,100000,28424(USA),490475,86,Color,1.85:1
Kate & Leopold (2001)            ,"6.4 based on 64,496 user ratings",2001-12-25,James Mangold,"Meg Ryan,Hugh Jackman,Liev Schreiber",44,316 user,125 critic,3,"time-travel,brooklyn-bridge,bridge,time-travel-romance,falling-down-an-elevator-shaft","Comedy,Fantasy,Romance",Rated PG-13 for brief strong language,USA,"English,French",48000000,2562448(USA),47095453,118,Color,1.85:1
Life as a House (2001)            ,"7.5 based on 39,069 user ratings",2001-11-09,Irwin Winkler,"Hayden Christensen,Kevin Kline,Kristin Scott Thomas",45,358 user,99 critic,NA,"house,cancer,construction,house-construction,neighbor",Drama,"Rated R for language, sexuality and drug use",USA,English,18000000,294056(USA),15561627,125,Color,2.35:1
Lara Croft: Tomb Raider (2001)            ,"5.7 based on 156,772 user ratings",2001-06-15,Simon West,"Angelina Jolie Pitt,Jon Voight,Iain Glen",33,824 user,199 critic,1,"tomb,illuminati,planetary-alignment,time,tomb-raider","Action,Adventure,Fantasy,Thriller",Rated PG-13 for action violence and some sensuality,"USA,UK,Japan,Germany",English,115000000,47735743(USA),131144183,100,Color,2.35:1
Who Is Cletis Tout? (2001)            ,"6.4 based on 3,503 user ratings",2001-12-21,NA,NA,36,47 user,31 critic,NA,"diamond,heist,independent-film","Comedy,Crime","Rated R for language, some violence and sexuality","USA,Canada",English,9000000,64867(USA),252227,92,Color,2.35:1
Session 9 (2001)            ,"6.5 based on 43,751 user ratings",2001-09-14,Brad Anderson,"David Caruso,Stephen Gevedon,Paul Guilfoyle",58,481 user,126 critic,NA,"multiple-personality,abandoned-hospital,abandoned-asylum,lobotomy,asbestos","Horror,Mystery",Rated R for language and brief strong violence,USA,English,1500000,76493(USA),373967,100,Color,2.35:1
Sweet November (2001)            ,"6.7 based on 70,172 user ratings",2001-02-16,Pat O'Connor,"Keanu Reeves,Charlize Theron,Jason Isaacs",27,274 user,94 critic,3,"advertising,dog,cancer,san-francisco-california,terminal-illness","Drama,Romance",Rated PG-13 for sexual content and language,USA,English,40000000,11015226(USA),25178165,119,Color,1.85:1
Shrek (2001)            ,"7.9 based on 466,050 user ratings",2001-05-18,"Andrew Adamson,Vicky Jenson","Mike Myers,Eddie Murphy,Cameron Diaz",84,944 user,212 critic,942,"ogre,princess,fairy-tale,swamp,donkey","Animation,Adventure,Comedy,Family,Fantasy",Rated PG for mild language and some crude humor,USA,English,60000000,42347760(USA),267652016,90,Color,1.85:1
The Curse of the Jade Scorpion (2001)            ,"6.8 based on 31,750 user ratings",2001-08-24,Woody Allen,"Greg Stebner,Woody Allen,John Tormey",52,178 user,116 critic,NA,"insurance-investigator,thief,scorpion,magician,efficiency-expert","Comedy,Crime,Mystery,Romance",Rated PG-13 for some sexual content,"USA,Germany",English,26000000,2459315(USA),7496522,103,Color,1.37:1
Prozac Nation (2001)            ,"6.3 based on 14,446 user ratings",2003-06-13,Erik Skjoldbjærg,"Christina Ricci,Jonathan Rhys Meyers,Jessica Lange",NA,117 user,44 critic,NA,"depression,therapy,suicide-attempt,female-protagonist,wrist-slitting","Drama,Romance","Rated R for language, drug content, sexuality/nudity and some disturbing images","Germany,USA,Canada",English,9000000,NA,NA,95,Color,1.85:1
Mulholland Dr. (2001)            ,"8.0 based on 235,507 user ratings",2001-10-19,David Lynch,"Naomi Watts,Laura Harring,Justin Theroux",81,"1,768 user",251 critic,809,"amnesia,lesbian-sex,car-accident,female-protagonist,loss-of-memory","Drama,Mystery,Thriller","Rated R for violence, language and some strong sexuality","France,USA","English,Spanish",15000000,587591(USA),7219578,147,Color,1.85:1
Ali (2001)            ,"6.8 based on 79,057 user ratings",2001-12-25,Michael Mann,"Will Smith,Jamie Foxx,Jon Voight",65,385 user,174 critic,2,"african-americans,african-american-protagonist,boxing-gym,gym,rumble-in-the-jungle","Biography,Drama,Sport",Rated R for some language and brief violence,USA,"English,French",107000000,10216625(USA),58183966,157, Black and White,2.35:1
Atlantis: The Lost Empire (2001)            ,"6.8 based on 72,366 user ratings",2001-06-15,"Gary Trousdale,Kirk Wise","Michael J. Fox,Jim Varney,Corey Burton",52,289 user,146 critic,2,"atlantis,journal,crew,expedition,museum","Animation,Action,Adventure,Family,Fantasy,Sci-Fi",Rated PG for action violence,USA,"English,French,Spanish",120000000,329011(USA),84037039,95,Color,2.35:1
The Mummy Returns (2001)            ,"6.3 based on 247,684 user ratings",2001-05-04,NA,NA,48,889 user,202 critic,1,"king,scorpion,bracelet,son,ancient-egypt","Action,Adventure,Fantasy,Thriller",Rated PG-13 for adventure action and violence,USA,"English,Arabic",98000000,68139035(USA),202007640,130,Color,2.35:1
Behind Enemy Lines (2001)            ,"6.4 based on 86,775 user ratings",2001-11-30,John Moore,"Gene Hackman,Owen Wilson,Gabriel Macht",49,411 user,131 critic,3,"massacre,rescue,navy,navigator,battle","Action,War,Drama,Thriller",Rated PG-13 for war violence and some language,USA,"English,Serbo-Croatian,Spanish,Czech",40000000,18736133(USA),59068786,106,Color,2.35:1
Rock Star (2001)            ,"6.2 based on 34,550 user ratings",2001-09-07,Stephen Herek,"Mark Wahlberg,Jennifer Aniston,Dominic West",54,191 user,107 critic,3,"tribute-band,cover-band,rock-star,heavy-metal,fired-from-a-job","Comedy,Drama,Music","Rated R for language, sexuality and some drug content",USA,English,57000000,6018636(USA),16991902,105,Color,2.35:1
Rat Race (2001)            ,"6.4 based on 93,274 user ratings",2001-08-17,Jerry Zucker,"Breckin Meyer,Amy Smart,Whoopi Goldberg",52,496 user,103 critic,2,"race,casino,locker,money,museum","Adventure,Comedy","Rated PG-13 for sexual references, crude humor, partial nudity and language","Canada,USA",English,48000000,11662094(USA),56607223,112,Color,2.35:1
Planet of the Apes (2001)            ,"5.7 based on 177,532 user ratings",2001-07-27,Tim Burton,"Mark Wahlberg,Helena Bonham Carter,Tim Roth",50,"1,368 user",230 critic,1,"wilhelm-scream,planet,astronaut,year-2029,cage","Action,Adventure,Sci-Fi,Thriller",Rated PG-13 for some sequences of action/violence,USA,English,100000000,68532960(USA),180011740,119,Color,2.35:1
Joy Ride (2001)            ,"6.6 based on 53,342 user ratings",2001-10-05,John Dahl,"Matthew Kimbrough,Leelee Sobieski,Steve Zahn",75,339 user,140 critic,2,"truck-driver,truck,embarrassing-nudity,embarrassing-male-nudity,male-nudity","Mystery,Thriller",Rated R for violence/terror and language,USA,English,23000000,7347259(USA),21973182,97,Color,2.35:1
Enemy at the Gates (2001)            ,"7.6 based on 188,475 user ratings",2001-03-16,Jean-Jacques Annaud,"Jude Law,Ed Harris,Joseph Fiennes",53,661 user,187 critic,1,"german,russian,sniper,stalingrad,battle","Drama,History,War",Rated R for strong graphic war violence and some sexuality,"USA,France,Germany,UK,Ireland","English,German,Russian",68000000,£1033164(UK),51396781,131,Color,2.35:1
Jurassic Park III (2001)            ,"5.9 based on 218,972 user ratings",2001-07-18,Joe Johnston,"Sam Neill,William H. Macy,Téa Leoni",42,"1,236 user",198 critic,1,"island,dinosaur,jurassic-park,search,raptor","Action,Adventure,Sci-Fi,Thriller",Rated PG-13 for intense sci-fi terror and violence,USA,"English,Spanish",93000000,£4762155(UK),181166115,92,Color,1.85:1
The Shipping News (2001)            ,"6.8 based on 28,502 user ratings",2002-01-18,Lasse Hallström,"Kevin Spacey,Julianne Moore,Judi Dench",47,208 user,119 critic,4,"newspaper,ship,wake,employee-employer-relationship,husband-wife-relationship",Drama,"Rated R for some language, sexuality and disturbing images",USA,English,35000000,318502(USA),11405825,111,Color,2.35:1
Hannibal (2001)            ,"6.8 based on 208,123 user ratings",2001-02-09,Ridley Scott,"Anthony Hopkins,Julianne Moore,Gary Oldman",57,"1,354 user",276 critic,1,"italy,fbi,hannibal-lecter,revenge,florence-italy","Crime,Drama,Thriller","Rated R for strong gruesome violence, some nudity and language","USA,UK","English,Italian,Japanese",87000000,58003121(USA),165091464,131,Color,1.85:1
Spy Game (2001)            ,"7.0 based on 121,076 user ratings",2001-11-21,Tony Scott,"Robert Redford,Brad Pitt,Catherine McCormack",63,361 user,142 critic,2,"cia,retirement,china,friendship,cold-war","Action,Crime,Thriller","Rated R for language, some violence and brief sexuality","Germany,USA,Japan,France","English,German,Arabic,French,Cantonese",92000000,£1019847(UK),26871,126,Color,2.35:1
Osmosis Jones (2001)            ,"6.2 based on 25,539 user ratings",2001-08-10,"Bobby Farrelly,Peter Farrelly","Laurence Fishburne,Chris Rock,David Hyde Pierce",57,123 user,81 critic,NA,"body,virus,egg,white-blood-cell,blood","Animation,Action,Adventure,Comedy,Crime,Family,Fantasy",Rated PG for bodily humor,USA,English,70000000,5271248(USA),13596911,95,Color,2.35:1
Don's Plum (2001)            ,"5.9 based on 3,210 user ratings",2001-08-24,NA,NA,NA,16 user,14 critic,NA,"teenager,diner,low-budget-film,saturday-night,talking-to-one%27s-self-in-a-mirror","Comedy,Drama",NA,"USA,Denmark,Sweden",English,NA,NA,NA,89, Black and White,1.66:1
The Fluffer (2001)            ,"5.7 based on 2,450 user ratings",2002-02-01,NA,NA,53,41 user,35 critic,NA,"male-frontal-nudity,erection,fluffer,gay,gay-for-pay","Drama,Comedy,Romance","Rated R for strong sexual content, drug use and language",USA,English,NA,31873(USA),563373,95,Color,1.85:1
The Score (2001)            ,"6.8 based on 101,742 user ratings",2001-07-13,NA,NA,71,445 user,141 critic,2,"thief,surveillance,partner,running,scepter","Crime,Drama,Thriller",Rated R for language,"USA,Germany","English,French",68000000,19018807(USA),71069884,124,Color,2.35:1
Legally Blonde (2001)            ,"6.2 based on 131,403 user ratings",2001-07-13,NA,NA,59,548 user,163 critic,413,"blonde,law,sorority,harvard,law-school","Comedy,Romance",Rated PG-13 for language and sexual references,USA,English,18000000,20377426(USA),95001351,96,Color,2.35:1
In the Bedroom (2001)            ,"7.5 based on 32,380 user ratings",2002-02-08,Todd Field,"Tom Wilkinson,Sissy Spacek,Nick Stahl",86,510 user,179 critic,NA,"school-choir,maine,doctor,summer,only-son","Crime,Drama",Rated R for some violence and language,USA,"English,Serbo-Croatian",1700000,93972(USA),35918429,130,Color,2.35:1
The Mexican (2001)            ,"6.1 based on 87,246 user ratings",2001-03-02,Gore Verbinski,"Brad Pitt,Julia Roberts,James Gandolfini",43,344 user,125 critic,4,"pistol,curse,hostage,mexico,vomiting","Adventure,Comedy,Crime,Romance",Rated R for violence and language,USA,"English,Spanish",34000000,20108829(USA),66808615,123,Color,2.35:1
A Knight's Tale (2001)            ,"6.9 based on 136,787 user ratings",2001-05-11,Brian Helgeland,"Heath Ledger,Mark Addy,Rufus Sewell",54,658 user,167 critic,988,"chaucer,medieval-times,knight,tournament,jousting","Action,Adventure,Romance","Rated PG-13 for action violence, some nudity and brief sex-related dialogue",USA,English,65000000,16511391(USA),56083966,132,Color,2.35:1
Zoolander (2001)            ,"6.6 based on 200,710 user ratings",2001-09-28,NA,NA,61,523 user,135 critic,1,"fashion,male-model,malaysia,rival,reporter",Comedy,Rated PG-13 on appeal for sexual content and drug references,"Germany,USA",English,28000000,15525043(USA),45162741,90,Color,2.35:1
Jay and Silent Bob Strike Back (2001)            ,"6.9 based on 128,377 user ratings",2001-08-24,Kevin Smith,"Jason Mewes,Kevin Smith,Ben Affleck",51,867 user,181 critic,1,"jay-and-silent-bob,police,new-jersey,internet,orangutan",Comedy,"Rated R for nonstop crude and sexual humor, pervasive strong language, and drug content",USA,English,22000000,11018543(USA),30059386,104,Color,2.35:1
Antitrust (2001)            ,"6.1 based on 25,531 user ratings",2001-01-12,Peter Howitt,"Ryan Phillippe,Tim Robbins,Rachael Leigh Cook",31,221 user,123 critic,NA,"job,computer,communications,genius,boss","Action,Crime,Drama,Thriller",Rated PG-13 for some violence and brief language,USA,English,30000000,5486209(USA),10965209,109,Color,2.35:1
The Pledge (2001)            ,"6.8 based on 42,569 user ratings",2001-01-19,Sean Penn,"Jack Nicholson,Benicio Del Toro,Patricia Clarkson",71,530 user,150 critic,NA,"police,pledge,search,porcupine,nevada","Crime,Drama,Mystery,Thriller",Rated R for strong violence and language,USA,English,45000000,5765347(USA),19719930,124,Color,2.35:1
American Pie 2 (2001)            ,"6.4 based on 200,000 user ratings",2001-08-10,J.B. Rogers,"Jason Biggs,Seann William Scott,Shannon Elizabeth",43,431 user,142 critic,937,"beach-house,beach,college,student,party",Comedy,"Rated R for strong sexual content, crude humor, language and drinking",USA,English,30000000,45117985(USA),145096820,108,Color,1.85:1
Crazy/Beautiful (2001)            ,"6.5 based on 21,376 user ratings",2001-06-29,John Stockwell,"Kirsten Dunst,Jay Hernandez,Bruce Davison",61,169 user,84 critic,NA,"school,high-school,pacific-palisades,latino,congressman","Drama,Romance","Rated PG-13 for mature thematic material involving teens, drug/alcohol content, sexuality & language",USA,English,14000000,4715060(USA),16929123,99,Color,1.85:1
Thirteen Conversations About One Thing (2001)            ,"7.1 based on 8,602 user ratings",2002-07-05,Jill Sprecher,"Alan Arkin,John Turturro,Matthew McConaughey",74,115 user,79 critic,NA,"happiness,professor,physics,house-cleaner,attorney",Drama,Rated R for language and brief drug use,USA,"English,German,Italian",4500000,89499(USA),3287435,104,Color,1.85:1
Manic (2001)            ,"7.4 based on 8,370 user ratings",2003-05-23,Jordan Melamed,"Joseph Gordon-Levitt,Michael Bacall,Zooey Deschanel",60,56 user,34 critic,NA,"mental-institution,teen-mental-illness,therapy,anger,independent-film",Drama,"Rated R for disturbing violent content, strong language and some drug use",USA,English,NA,7628(USA),69716,100,Color,1.85:1
Impostor (2001)            ,"6.2 based on 19,971 user ratings",2002-01-04,Gary Fleder,"Shane Brolly,Vincent D'Onofrio,Gary Sinise",33,207 user,83 critic,NA,"android,alien,bomb,future,weapon","Drama,Mystery,Sci-Fi,Thriller",Rated R for violence and some language,USA,English,40000000,3022523(USA),6114237,95,Color,1.85:1
The Follow (2001)            ,"7.5 based on 4,325 user ratings",2001-05-24,NA,NA,NA,30 user,8 critic,NA,"the-hire,husband-wife-relationship,car-chase","Action,Short,Mystery,Romance",NA,USA,"English,Portuguese",NA,NA,NA,8,Color,2.35:1
Shallow Hal (2001)            ,"5.9 based on 109,294 user ratings",2001-11-09,"Bobby Farrelly,Peter Farrelly","Jack Black,Gwyneth Paltrow,Jason Alexander",48,426 user,109 critic,2,"inner-beauty,dying,friend,self-help-guru,love","Comedy,Drama,Fantasy,Romance",Rated PG-13 for language and sexual content,"USA,Germany",English,40000000,22518295(USA),70836296,114,Color,1.85:1
The Princess Diaries (2001)            ,"6.2 based on 93,737 user ratings",2001-08-03,Garry Marshall,"Julie Andrews,Anne Hathaway,Hector Elizondo",52,301 user,108 critic,847,"princess,makeover,manners,fish-out-of-water,cinderella-story","Comedy,Family,Romance",NA,USA,"English,Dutch,Italian",37000000,22862269(USA),108244774,111,Color,1.85:1
Cats & Dogs (2001)            ,"5.2 based on 45,945 user ratings",2001-07-04,Lawrence Guterman,"Alec Baldwin,Tobey Maguire,Jeff Goldblum",47,235 user,105 critic,NA,"dog,cat,scientist,secret-agent,cartoon-on-tv","Action,Comedy,Family,Fantasy",Rated PG for animal action and humor,"USA,Australia",English,60000000,21707617(USA),93375151,87,Color,1.85:1
Evolution (2001)            ,"6.0 based on 102,240 user ratings",2001-06-08,Ivan Reitman,"David Duchovny,Orlando Jones,Julianne Moore",40,393 user,153 critic,3,"chase,fire-truck,planet,college-professor,government","Comedy,Sci-Fi","Rated PG-13 for crude and sexual humor, and for sci-fi action",USA,English,80000000,13408351(USA),38311134,101,Color,1.85:1
